Тип	Контейнер	Отправка	Приход	Артикул_ВБ	Название	Заказ_шт	Сумма_руб	ROI_%
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	1126598360	ENOUGH - Collagen Moisture Essential Cream [50ml]	75	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	248929125	SOME BY MI - AHA-BHA-PHA 30 Days Miracle Cream [60g]	72	76118	30.9
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	248929125	SOME BY MI - AHA-BHA-PHA 30 Days Miracle Cream [60g]	72	76118	30.9
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	611744611	ENOUGH Collagen whitening cover tip concealer #02	63	11544	175.1
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	611744611	ENOUGH Collagen whitening cover tip concealer #02	63	11544	175.1
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	551392965	CELIMAX DUAL BARRIER SKIN WEARABLE CREAM [50ml]	63	54438	62.8
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	551392965	CELIMAX DUAL BARRIER SKIN WEARABLE CREAM [50ml]	63	54438	62.8
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	214301052	DEOPROCE - AC CICA CALMING BOOSTING TONER [150ml]	58	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	214301052	DEOPROCE - AC CICA CALMING BOOSTING TONER [150ml]	58	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	551447345	CELIMAX PORE+DARK SPOT BRIGHTENING CREAM [35ml]	55	34288	122.9
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	551447345	CELIMAX PORE+DARK SPOT BRIGHTENING CREAM [35ml]	55	34288	122.9
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	340752919	PETITFEE Black Pearl & Gold Hydrogel Eye Patch/Gold Hydrogel Eye Patch	52	7408	-36.2
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	340752919	PETITFEE Black Pearl & Gold Hydrogel Eye Patch/Gold Hydrogel Eye Patch	52	7408	-36.2
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	247275092	THE ORDINARY - Glycolic Acid 7% Toning Solution[KOR] [240ml]	52	43965	-40.9
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	247275092	THE ORDINARY - Glycolic Acid 7% Toning Solution[KOR] [240ml]	52	43965	-40.9
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	1126568337	CELIMAX THE VITA-A RETINAL SHOT TIGHTENING BOOSTER [15ml] 2	50	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	1126568337	CELIMAX THE VITA-A RETINAL SHOT TIGHTENING BOOSTER [15ml] 2	50	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	214312149	SKIN1004 - Madagascar Centella Hyalu-Cica Sleeping Pack [30ml]	50	14707	66.5
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	214312149	SKIN1004 - Madagascar Centella Hyalu-Cica Sleeping Pack [30ml]	50	14707	66.5
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	611717011	ENOUGH Collagen whitening cover tip concealer #01	50	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	611717011	ENOUGH Collagen whitening cover tip concealer #01	50	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	551616449	CELIMAX THE REAL NONI STARTER KIT (NEW) [30ml+10ml+10ml]	50	31717	79.3
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	551616449	CELIMAX THE REAL NONI STARTER KIT (NEW) [30ml+10ml+10ml]	50	31717	79.3
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	551482493	CELIMAX PORE+DARK SPOT BRIGHTENING SERUM_30ml [30ml]	41	28190	77.0
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	551482493	CELIMAX PORE+DARK SPOT BRIGHTENING SERUM_30ml [30ml]	41	28190	77.0
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	236825103	JMSOLUTION-Marine Luminous Pearl Deep Moisture Mask Pearl [1/2/3]*[10ea]	39	14346	90.8
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	236825103	JMSOLUTION-Marine Luminous Pearl Deep Moisture Mask Pearl [1/2/3]*[10ea]	39	14346	90.8
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	207817787	ISNTREE - Chestnut AHA 8% Clear Essence [100ml]	37	19995	-45.4
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	207817787	ISNTREE - Chestnut AHA 8% Clear Essence [100ml]	37	19995	-45.4
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	206058262	ELIZAVECCA_galactomyces_Ample	36	16115	82.6
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	206058262	ELIZAVECCA_galactomyces_Ample	36	16115	82.6
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	1139030037	JIGOTT - Birds Nest Firming Cream [70ml] 2	33	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	1139030037	JIGOTT - Birds Nest Firming Cream [70ml] 2	33	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	1126645805	CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml] 2	33	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	1126645805	CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml] 2	33	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	248928046	SOME BY MI - AHA-BHA-PHA 30 Days Miracle Cleansing Bar [106g]	30	16491	58.0
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	248928046	SOME BY MI - AHA-BHA-PHA 30 Days Miracle Cleansing Bar [106g]	30	16491	58.0
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	1139005708	JIGOTT - Snail Lifting Cream [70ml] 2	25	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	1139005708	JIGOTT - Snail Lifting Cream [70ml] 2	25	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	1126626550	ETUDE - Baking Powder Crunch Pore Scrub [200ml]	25	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	1126626550	ETUDE - Baking Powder Crunch Pore Scrub [200ml]	25	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	1123574113	Round Lab 1025 Dokdo Toner	25	12123	110.3
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	1123574113	Round Lab 1025 Dokdo Toner	25	12123	110.3
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	1126690112	MANYO - Bifida Biome Complex Ampoule [50ml]	25	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	1126690112	MANYO - Bifida Biome Complex Ampoule [50ml]	25	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	333321028	ELIZAVECCA - Milky Piggy Hell-Pore Clean Up Enzyme Powder Wash2	25	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	333321028	ELIZAVECCA - Milky Piggy Hell-Pore Clean Up Enzyme Powder Wash2	25	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	190160008	Elizavecca Milky Piggy EGF elastic retinol [100ml]	25	15054	-114.1
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	190160008	Elizavecca Milky Piggy EGF elastic retinol [100ml]	25	15054	-114.1
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	551518955	CELIMAX THE REAL NONI MOISTURE BALANCING TONER (NEW) [150ml]	19	13672	78.5
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	551518955	CELIMAX THE REAL NONI MOISTURE BALANCING TONER (NEW) [150ml]	19	13672	78.5
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	212720615	ISNTREE - Onion Newpair Gel Cream [50ml]	19	20380	-21.4
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	212720615	ISNTREE - Onion Newpair Gel Cream [50ml]	19	20380	-21.4
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	1139014717	JIGOTT - Snail Reparing Cream [100ml] 2	17	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	1139014717	JIGOTT - Snail Reparing Cream [100ml] 2	17	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	1126531855	ROUND LAB 1025 DOKDO CLEANSER_150ml 2	17	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	1126531855	ROUND LAB 1025 DOKDO CLEANSER_150ml 2	17	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	248928555	SOME BY MI - AHA-BHA-PHA 30 Days Miracle Acne Clear Body Cleanser [400g]	17	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	248928555	SOME BY MI - AHA-BHA-PHA 30 Days Miracle Acne Clear Body Cleanser [400g]	17	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	663654300	videokamera4gneww	17	34830	23.8
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	663654300	videokamera4gneww	17	34830	23.8
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	1126874288	MANYO - Galac Whitening Vita Serum [50ml]	17	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	1126874288	MANYO - Galac Whitening Vita Serum [50ml]	17	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	611745490	ENOUGH Collagen whitening cover tip concealer #03	12	2198	177.0
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	611745490	ENOUGH Collagen whitening cover tip concealer #03	12	2198	177.0
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	199425671	Dr.Jart_Teatreatment_Soothing_Spot	12	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	199425671	Dr.Jart_Teatreatment_Soothing_Spot	12	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	154163936	Elizavecca Hell-Pore Control Hyaluronic Acid 97%	11	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	154163936	Elizavecca Hell-Pore Control Hyaluronic Acid 97%	11	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	1139040138	JIGOTT - Ultimate Real Collagen Toner [300ml] 2	8	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	1139040138	JIGOTT - Ultimate Real Collagen Toner [300ml] 2	8	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	226322576	ELIZAVECCA - (х2) Witch Piggy hell pore blemish spot patch	8	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	226322576	ELIZAVECCA - (х2) Witch Piggy hell pore blemish spot patch	8	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	437248870	ROUND LAB MUGWORT CALMING SOOTHING GEL_150ml	8	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	437248870	ROUND LAB MUGWORT CALMING SOOTHING GEL_150ml	8	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	1139230773	PETITFEE - Artichoke Soothing Hydrogel Face Mask [5pcs] 2	8	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	1139230773	PETITFEE - Artichoke Soothing Hydrogel Face Mask [5pcs] 2	8	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	214312837	THE SAEM Saemmul Perfect Curling Mascara [8ml]	8	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	214312837	THE SAEM Saemmul Perfect Curling Mascara [8ml]	8	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	206125905	I'm Sorry for My Skin Крем Age Capture Skin Relief	8	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	206125905	I'm Sorry for My Skin Крем Age Capture Skin Relief	8	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	206122859	I'm Sorry for My Skin Age Крем Capture Firming Enriched	1	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	206122859	I'm Sorry for My Skin Age Крем Capture Firming Enriched	1	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	207795785	ELIZAVECCA - Milky Piggy Hell-Pore Clean Up Enzyme Powder Wash	1	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	207795785	ELIZAVECCA - Milky Piggy Hell-Pore Clean Up Enzyme Powder Wash	1	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	437203627	ROUND LAB BIRCH JUICE MOISTURIZING CLEANSER_150ml	1	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	437203627	ROUND LAB BIRCH JUICE MOISTURIZING CLEANSER_150ml	1	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	333259566	JMSOLUTION - Mask Pack Black [8pcs]	1	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	333259566	JMSOLUTION - Mask Pack Black [8pcs]	1	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	307071318	Elizavecca Milky Piggy Carbonated Bubble Clay Mask N	1	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	307071318	Elizavecca Milky Piggy Carbonated Bubble Clay Mask N	1	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	165008162	LEBELAGE - High Protection Extreme Sun Cream SPF50+ PA++ [30ml]	1	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	165008162	LEBELAGE - High Protection Extreme Sun Cream SPF50+ PA++ [30ml]	1	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	212713617	JMSOLUTION - Black Cocoon Home Esthetic Eye Patch [60ea]	1	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	212713617	JMSOLUTION - Black Cocoon Home Esthetic Eye Patch [60ea]	1	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	664171647	PETITFEE - MASK 6	1	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	664171647	PETITFEE - MASK 6	1	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	212717820	JMSOLUTION - Prime Gold Eye Patch [60ea]	1	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	212717820	JMSOLUTION - Prime Gold Eye Patch [60ea]	1	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	214304289	DEOPROCE - REAL FRESH VEGAN CALMING TONER [200ml]	1	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	214304289	DEOPROCE - REAL FRESH VEGAN CALMING TONER [200ml]	1	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	664171648	PETITFEE - MASK 5	1	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	664171648	PETITFEE - MASK 5	1	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	149971127	Etude Baking Powder Crunch Pore Scrub 1	1	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	149971127	Etude Baking Powder Crunch Pore Scrub 1	1	0	
ХВОСТ (каждые 6 мес)	КХ1	Июнь 2026	Август 2026	149197341	ENOUGH - Collagen Moisture Essential Cream [50ml] N 1	1	0	
ХВОСТ (каждые 6 мес)	КХ2	Декабрь 2026	Февраль 2027	149197341	ENOUGH - Collagen Moisture Essential Cream [50ml] N 1	1	0	
