Уровень	Артикул_ВБ_или_Регион	Название	Индекс_локализации_%	КТР	Выкуп_%	Остаток_FBO	Остаток_FBS	Заказы_локально_шт	Заказы_локально_%	Заказы_нелокально_%
	1139241419	PETITFEE - Gold & Snail Hydrogel Mask Pack [5pcs] 2	PETITFEE - Gold & Snail Hydrogel Mask Pack [5pcs] 2	C	100	60				
	1139245659	ROUND LAB BIRCH JUICE MOISTURIZING CREAM_80ml 2	ROUND LAB BIRCH JUICE MOISTURIZING CREAM_80ml 2	C	100	148				
	1139248177	ROUND LAB MUGWORT CALMING CLEANSER_150ml 2	ROUND LAB MUGWORT CALMING CLEANSER_150ml 2	C	100	165				
	1139263886	CELIMAX DUAL BARRIER SKIN WEARABLE CREAM [50ml] 2	CELIMAX DUAL BARRIER SKIN WEARABLE CREAM [50ml] 2	C	100	150				
	1139267477	CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads] 2	CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads] 2	C	100	72				
	1139273633	CELIMAX PORE+DARK SPOT BRIGHTENING PAD [100ml / 40pads] 2	CELIMAX PORE+DARK SPOT BRIGHTENING PAD [100ml / 40pads] 2	C	100	60				
	1139281487	CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD_10EA [30ml] 2	CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD_10EA [30ml] 2	C	100	20				
	Дальневосточный и Сибирский									100
	1139014717	JIGOTT - Snail Reparing Cream [100ml] 2	JIGOTT - Snail Reparing Cream [100ml] 2	C	100					100
	1126598360	ENOUGH - Collagen Moisture Essential Cream [50ml]	ENOUGH - Collagen Moisture Essential Cream [50ml]	C	100					100
	1138938827	HEIMISH - Artless Glow Base SPF50+ PA+++(Renew) [40ml] 2	HEIMISH - Artless Glow Base SPF50+ PA+++(Renew) [40ml] 2	C	100					100
	Южный и Северо-Кавказский									100
	1126568337	CELIMAX THE VITA-A RETINAL SHOT TIGHTENING BOOSTER [15ml] 2	CELIMAX THE VITA-A RETINAL SHOT TIGHTENING BOOSTER [15ml] 2	C	100					100
	1126598360	ENOUGH - Collagen Moisture Essential Cream [50ml]	ENOUGH - Collagen Moisture Essential Cream [50ml]	C	100					100
	1126626550	ETUDE - Baking Powder Crunch Pore Scrub [200ml]	ETUDE - Baking Powder Crunch Pore Scrub [200ml]	C	100					100
	1126645805	CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml] 2	CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml] 2	C	100					100
	Приволжский									100
	1139005708	JIGOTT - Snail Lifting Cream [70ml] 2	JIGOTT - Snail Lifting Cream [70ml] 2	C	100					100
	1126626550	ETUDE - Baking Powder Crunch Pore Scrub [200ml]	ETUDE - Baking Powder Crunch Pore Scrub [200ml]	C	100					100
	1139040138	JIGOTT - Ultimate Real Collagen Toner [300ml] 2	JIGOTT - Ultimate Real Collagen Toner [300ml] 2	C	100					100
	Северо-Западный									100
	1126531855	ROUND LAB 1025 DOKDO CLEANSER_150ml 2	ROUND LAB 1025 DOKDO CLEANSER_150ml 2	C	100					100
	1126598360	ENOUGH - Collagen Moisture Essential Cream [50ml]	ENOUGH - Collagen Moisture Essential Cream [50ml]	C	100					100
	1139014717	JIGOTT - Snail Reparing Cream [100ml] 2	JIGOTT - Snail Reparing Cream [100ml] 2	C	100					100
	Беларусь									100
	1139014717	JIGOTT - Snail Reparing Cream [100ml] 2	JIGOTT - Snail Reparing Cream [100ml] 2	C	100					100
	Итого					23637		15867	55.48	44.52
