Уровень	Артикул_ВБ_или_Регион	Название	Индекс_локализации_%	КТР	Выкуп_%	Остаток_FBO	Остаток_FBS	Заказы_локально_шт	Заказы_локально_%	Заказы_нелокально_%
	551600265	CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD_10EA [30ml]	CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD_10EA [30ml]	C	95					100
	608624295	DEOPROCE SHAMPOO - BLACK GARLIC[600ml] с колпачком	DEOPROCE SHAMPOO - BLACK GARLIC[600ml] с колпачком	C	97					100
	179611207	Petitfee GOLD & SNAIL HYDROGEL EYE PATCH	Petitfee GOLD & SNAIL HYDROGEL EYE PATCH	B	98					100
	180711104	Petitfee GOLD	Petitfee GOLD	C	97					100
	180992464	PETITFEE Aura Quartz Hydrogel Eye Mask Pure Opal	PETITFEE Aura Quartz Hydrogel Eye Mask Pure Opal	C	95					100
	208208674	Рация_UV-82 (1 шт)	Рация_UV-82 (1 шт)	C	77					100
	214977901	JMSOLUTION - Mask Pack Black	JMSOLUTION - Mask Pack Black	C	90					100
	226115478	PETITFEE - Black Pearl & Gold Hydrogel Mask Pack [5pcs]	PETITFEE - Black Pearl & Gold Hydrogel Mask Pack [5pcs]	C	100					100
	151132052	ENOUGH COLLAGEN 3IN1 21	ENOUGH COLLAGEN 3IN1 21	C	97					100
	176944957	sBotW300	sBotW300	B	97					100
	179611231	Petitfee 98% Collagen & CoQ10 Hydro Gel Eye Patch	Petitfee 98% Collagen & CoQ10 Hydro Gel Eye Patch	C	100					100
	180711041	Petitfee EGF	Petitfee EGF	C	100					100
	207796350	ELIZAVECCA - CER-100  [100ml]	ELIZAVECCA - CER-100  [100ml]	C	93					100
	207818000	ISNTREE - Chestnut AHA 8% Clear Essence Sample [20ml]	ISNTREE - Chestnut AHA 8% Clear Essence Sample [20ml]	C	60					100
	207818642	LEBELAGE - Dr. Hyaluronic Derma Eye Cream [40ml]	LEBELAGE - Dr. Hyaluronic Derma Eye Cream [40ml]	C	100					100
	210575566	LEBELAGE - Dr. Peptide Derma Eye Cream [40ml]	LEBELAGE - Dr. Peptide Derma Eye Cream [40ml]	C	100					100
	214304883	DEOPROCE - SNAIL RECOVERY CREAM [100g]	DEOPROCE - SNAIL RECOVERY CREAM [100g]	C	100					100
	214311963	SKIN1004 - Madagascar Centella Ampoule [30ml]	SKIN1004 - Madagascar Centella Ampoule [30ml]	C	86					100
	255574453	JIGOTT - MASK 15	JIGOTT - MASK 15	C	100					100
	340752919	PETITFEE Black Pearl & Gold Hydrogel Eye Patch/Gold Hydrogel Eye Patch	PETITFEE Black Pearl & Gold Hydrogel Eye Patch/Gold Hydrogel Eye Patch	C	100					100
	551540924	CELIMAX PORE+DARK SPOT BRIGHTENING PAD [100ml / 40pads]	CELIMAX PORE+DARK SPOT BRIGHTENING PAD [100ml / 40pads]	C	79					100
	608837066	DEOPROCE SHAMPOO - BLACK GARLIC[600ml] без колпачка	DEOPROCE SHAMPOO - BLACK GARLIC[600ml] без колпачка	C	98					100
	180852837	Триммер черный v1	Триммер черный v1	C	100					100
	190160008	Elizavecca Milky Piggy EGF elastic retinol [100ml]	Elizavecca Milky Piggy EGF elastic retinol [100ml]	C	75					100
	198620596	Lamp_white_26cm	Lamp_white_26cm	C	71					100
	199427475	Dr.Jart_Teatreatment_Toner	Dr.Jart_Teatreatment_Toner	C	94					100
	212719009	DR. JART - Cicapair Tiger Grass Color Correcting Treatment [50ml]	DR. JART - Cicapair Tiger Grass Color Correcting Treatment [50ml]	C	100					100
	226114935	PETITFEE - Gold Hydrogel Mask Pack [5pcs]	PETITFEE - Gold Hydrogel Mask Pack [5pcs]	B	100					100
	248928046	SOME BY MI - AHA-BHA-PHA 30 Days Miracle Cleansing Bar [106g]	SOME BY MI - AHA-BHA-PHA 30 Days Miracle Cleansing Bar [106g]	C	86					100
	315688951	Триммер Золото	Триммер Золото	C	100					100
	437850261	ROUND LAB SOYBEAN CLEANSING OIL_200ml	ROUND LAB SOYBEAN CLEANSING OIL_200ml	C	67					100
	48908708	dm7dm6	dm7dm6	C	100					100
	100680843	sBotW120_100680843	sBotW120_100680843	B	100					100
	103431353	dm7dm9	dm7dm9	C	100					100
	174668134	Пистолет перкуссионный V1	Пистолет перкуссионный V1	C	80					100
	180852804	Скалер белый v1	Скалер белый v1	C	67					100
	180987509	Petitfee Pink Vita Brightening Eye Mask	Petitfee Pink Vita Brightening Eye Mask	C	100					100
	206058262	ELIZAVECCA_galactomyces_Ample	ELIZAVECCA_galactomyces_Ample	C	100					100
	207464799	HEIMISH - All Clean Balm [120ml]	HEIMISH - All Clean Balm [120ml]	C	100					100
	210579932	LEBELAGE - Dr. Snail Derma Eye Cream [40ml]	LEBELAGE - Dr. Snail Derma Eye Cream [40ml]	C	96					100
	212720615	ISNTREE - Onion Newpair Gel Cream [50ml]	ISNTREE - Onion Newpair Gel Cream [50ml]	C	100					100
	214312149	SKIN1004 - Madagascar Centella Hyalu-Cica Sleeping Pack [30ml]	SKIN1004 - Madagascar Centella Hyalu-Cica Sleeping Pack [30ml]	C	90					100
	238359400	LEBELAGE - High Protection Extreme Sun Cream SPF50+ PA++ [30ml] N	LEBELAGE - High Protection Extreme Sun Cream SPF50+ PA++ [30ml] N	A	82					100
	238359757	LEBELAGE - High Protection Long Lasting Sun Cream SPF50+ PA+++ [30ml] N	LEBELAGE - High Protection Long Lasting Sun Cream SPF50+ PA+++ [30ml] N	A	100					100
	247275092	THE ORDINARY - Glycolic Acid 7% Toning Solution[KOR] [240ml]	THE ORDINARY - Glycolic Acid 7% Toning Solution[KOR] [240ml]	C	100					100
	248929125	SOME BY MI - AHA-BHA-PHA 30 Days Miracle Cream [60g]	SOME BY MI - AHA-BHA-PHA 30 Days Miracle Cream [60g]	C	92					100
	333321028	ELIZAVECCA - Milky Piggy Hell-Pore Clean Up Enzyme Powder Wash2	ELIZAVECCA - Milky Piggy Hell-Pore Clean Up Enzyme Powder Wash2	C	100					100
	551392965	CELIMAX DUAL BARRIER SKIN WEARABLE CREAM [50ml]	CELIMAX DUAL BARRIER SKIN WEARABLE CREAM [50ml]	C	100					100
	551518955	CELIMAX THE REAL NONI MOISTURE BALANCING TONER (NEW) [150ml]	CELIMAX THE REAL NONI MOISTURE BALANCING TONER (NEW) [150ml]	C	100					100
	551616449	CELIMAX THE REAL NONI STARTER KIT (NEW) [30ml+10ml+10ml]	CELIMAX THE REAL NONI STARTER KIT (NEW) [30ml+10ml+10ml]	C	80					100
	611744611	ENOUGH Collagen whitening cover tip concealer #02	ENOUGH Collagen whitening cover tip concealer #02	C	100					100
	1123574113	Round Lab 1025 Dokdo Toner	Round Lab 1025 Dokdo Toner	C	100					100
	Приволжский					3744		1868	47.01	52.99
	437154709	ROUND LAB 1025 DOKDO CLEANSER_150ml	ROUND LAB 1025 DOKDO CLEANSER_150ml	A	91			188	25.44	74.56
	868516027	Celimax Dual Barrier Creamy Toner	Celimax Dual Barrier Creamy Toner	A	90	132		167	32.36	67.64
	168956391	FARMSTAY COLLAGEN&HYALURONIC ACID ALL-IN ONE AMPOULE	FARMSTAY COLLAGEN&HYALURONIC ACID ALL-IN ONE AMPOULE	A	96			47	14.16	85.84
	238415286	ENOUGH - Collagen Moisture Essential Cream [50ml] N	ENOUGH - Collagen Moisture Essential Cream [50ml] N	A	96	231		149	80.11	19.89
	551465879	CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml]	CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml]	A	91	93		79	58.52	41.48
	207472742	FARMSTAY - Black Garlic Nourishing Shampoo [530ml]	FARMSTAY - Black Garlic Nourishing Shampoo [530ml]	A	94	88		75	63.56	36.44
	150925321	Collagen_Enough_Moisture_Foundation_13	Collagen_Enough_Moisture_Foundation_13	A	95			45	44.55	55.45
	151313163	Etude Baking Powder Crunch Pore Scrub	Etude Baking Powder Crunch Pore Scrub	A	95	3		87	87.88	12.12
	207482718	JIGOTT - Snail Lifting Cream [70ml]	JIGOTT - Snail Lifting Cream [70ml]	A	96	35		76	88.37	11.63
	207476309	FARMSTAY Argan Oil Complete Volume Up Shampoo & Conditioner [530ml]	FARMSTAY Argan Oil Complete Volume Up Shampoo & Conditioner [530ml]	A	97	12		31	37.35	62.65
	207469760	FARMSTAY - Gold Snail Premium Cream [50ml]	FARMSTAY - Gold Snail Premium Cream [50ml]	A	95	102		22	28.57	71.43
	238358954	ENOUGH - Collagen 3in1 Sun Cream SPF50 PA++ [50ml] N	ENOUGH - Collagen 3in1 Sun Cream SPF50 PA++ [50ml] N	A	95	41		60	84.51	15.49
	207796789	ENOUGH - Gold Snail Moisture Foundation [Tone 13]	ENOUGH - Gold Snail Moisture Foundation [Tone 13]	A	92			3	4.48	95.52
	169076150	FARMSTAY ESCARGOT NOBLESSE INTENSIVE CREAM	FARMSTAY ESCARGOT NOBLESSE INTENSIVE CREAM	A	97	215		16	25.81	74.19
	333318356	ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2	ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2	A	97	81		59	100	
	170198337	Enough 8 Peptide Full Cover Perfect Foundation 21 тон	Enough 8 Peptide Full Cover Perfect Foundation 21 тон	A	91	18		52	92.86	7.14
	437242640	ROUND LAB MUGWORT CALMING CLEANSER_150ml	ROUND LAB MUGWORT CALMING CLEANSER_150ml	A	89	28		27	50	50
	207475898	FARMSTAY - Collagen Water Full Shampoo & Conditioner [530ml]	FARMSTAY - Collagen Water Full Shampoo & Conditioner [530ml]	A	98	60		14	30.43	69.57
	207796563	ELIZAVECCA - Aqua Hyaluronic Acid Water Drop Cream	ELIZAVECCA - Aqua Hyaluronic Acid Water Drop Cream	A	96	26		14	36.84	63.16
	419630142	FARMSTAY ESCARGOT NOBLESSE INTENSIVE AMPOULE	FARMSTAY ESCARGOT NOBLESSE INTENSIVE AMPOULE	A	93	34		6	17.14	82.86
	150925322	Collagen_Enough_Moisture_Foundation_21	Collagen_Enough_Moisture_Foundation_21	B	93	12		30	93.75	6.25
	868761530	LANEIGE LIP SLEEPING MASK-BERRY [3g]	LANEIGE LIP SLEEPING MASK-BERRY [3g]	A	88	21		7	22.58	77.42
	170198109	Enough Rich Gold Double Wea Radiance Foundation 21 тон	Enough Rich Gold Double Wea Radiance Foundation 21 тон	B	96	66		27	90	10
	151175880	Petitfee Black Pearl & Gold hydrogel Eye Patch	Petitfee Black Pearl & Gold hydrogel Eye Patch	A	97	6		24	85.71	14.29
	198156472	Manyo_Galac_Vita_Serum	Manyo_Galac_Vita_Serum	A	90	54		23	82.14	17.86
	212757456	JIGOTT - Daily Real Cica Toner [300ml]	JIGOTT - Daily Real Cica Toner [300ml]	A	93	19		21	77.78	22.22
	170198180	Enough Rich Gold Double Wea Radiance Foundation 13 тон	Enough Rich Gold Double Wea Radiance Foundation 13 тон	A	91	23		7	26.92	73.08
	207477077	FARMSTAY - Collagen Water Full Moist Cream [100g]	FARMSTAY - Collagen Water Full Moist Cream [100g]	A	98	11		18	72	28
	169198316	Etude House Baking Powder Pore Cleansing Foam 160 ml белая	Etude House Baking Powder Pore Cleansing Foam 160 ml белая	A	93	10		20	86.96	13.04
	207483179	JIGOTT - Snail Reparing Cream [100ml]	JIGOTT - Snail Reparing Cream [100ml]	A	96			20	86.96	13.04
	214964091	JMSOLUTION - Mask Pack Disney	JMSOLUTION - Mask Pack Disney	A	91	39		5	21.74	78.26
	198147185	Manyo_Complex_Ampoule	Manyo_Complex_Ampoule	A	97	24		20	95.24	4.76
	238416010	Enough Collagen Whitening Moisture Cream 3in1 50 N	Enough Collagen Whitening Moisture Cream 3in1 50 N	B	98	34		20	95.24	4.76
	170198876	Enough Collagen Foundation Cover Up Ultra X10 21 тон	Enough Collagen Foundation Cover Up Ultra X10 21 тон	B	93	87		19	95	5
	207796898	ENOUGH - Gold Snail Moisture Foundation [Tone 21]	ENOUGH - Gold Snail Moisture Foundation [Tone 21]	A	97			1	5	95
	198143251	Manyo_Ampoule_Lotion	Manyo_Ampoule_Lotion	B	90					100
	170198738	Enough 8 Peptide Full Cover Perfect Foundation 13 тон	Enough 8 Peptide Full Cover Perfect Foundation 13 тон	B	91			12	66.67	33.33
	206057411	ELIZAVECCA_fruit_toner	ELIZAVECCA_fruit_toner	B	98	105		18	100	
	207466866	HEIMISH - Artless Glow Base SPF50+ [40ml]	HEIMISH - Artless Glow Base SPF50+ [40ml]	B	91			4	22.22	77.78
	151175877	Petitfee Agave Cooling Hydrogel Eye Mask	Petitfee Agave Cooling Hydrogel Eye Mask	B	98	24		12	70.59	29.41
	151132051	ENOUGH COLLAGEN 3IN1 13	ENOUGH COLLAGEN 3IN1 13	B	90					100
	212760119	JIGOTT - Ultimate Real Collagen Toner [300ml]	JIGOTT - Ultimate Real Collagen Toner [300ml]	B	98	40		15	93.75	6.25
	212885914	FARMSTAY - Collagen Water Full Moist Rolling Eye Serum [25ml]	FARMSTAY - Collagen Water Full Moist Rolling Eye Serum [25ml]	C	97	40		8	50	50
	437254254	ROUND LAB SOYBEAN PANTHENOL CREAM_80ml	ROUND LAB SOYBEAN PANTHENOL CREAM_80ml	B	90			14	87.50	12.50
	212889027	Enoughcollagenwhiteningcovertip	Enoughcollagenwhiteningcovertip	B	81	6		14	93.33	6.67
	212889025	Enoughcollagenwhiteningcovertip01	Enoughcollagenwhiteningcovertip01	B	90	17		4	28.57	71.43
	214305722	DEOPROCE SHAMPOO+BALSAM - BLACK GARLIC[2000ml]	DEOPROCE SHAMPOO+BALSAM - BLACK GARLIC[2000ml]	B	94	15		1	7.14	92.86
	437190353	ROUND LAB BIRCH JUICE MOISTURIZING CREAM_80ml	ROUND LAB BIRCH JUICE MOISTURIZING CREAM_80ml	B	89	42		14	100	
	154160085	Etude Baking Powder Crunch Pore Scrub треугольники 30	Etude Baking Powder Crunch Pore Scrub треугольники 30	B	90	12		11	84.62	15.38
	208202076	EKEL Ampule Сream Сollagen [70ml]	EKEL Ampule Сream Сollagen [70ml]	B	98	58		11	84.62	15.38
	212889028	Enoughcollagenwhiteningcovertip03	Enoughcollagenwhiteningcovertip03	B	86	8		11	84.62	15.38
	179611207	Petitfee GOLD & SNAIL HYDROGEL EYE PATCH	Petitfee GOLD & SNAIL HYDROGEL EYE PATCH	B	98	4		8	66.67	33.33
	226115141	PETITFEE - Gold & Snail Hydrogel Mask Pack [5pcs]	PETITFEE - Gold & Snail Hydrogel Mask Pack [5pcs]	B	94	10		12	100	
	551607905	CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads]	CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads]	B	94	21		2	16.67	83.33
	207465786	HEIMISH - All Clean Balm Mandarin [120ml]	HEIMISH - All Clean Balm Mandarin [120ml]	B	97	72		10	90.91	9.09
	207796439	ELIZAVECCA - Natural 90% Olive Cleansing Oil	ELIZAVECCA - Natural 90% Olive Cleansing Oil	B	95	6		11	100	
	437797551	ROUND LAB VITA NIACINAMIDE DARK SPOT SERUM 30ml	ROUND LAB VITA NIACINAMIDE DARK SPOT SERUM 30ml	B	89			6	54.55	45.45
	608841921	DEOPROCE SHAMPOO - BLACK GARLIC[200ml]	DEOPROCE SHAMPOO - BLACK GARLIC[200ml]	B	94	19		8	72.73	27.27
	179611278	Petitfee Artichoke Soothing Hydrogel Eye Mask	Petitfee Artichoke Soothing Hydrogel Eye Mask	C	97	25		8	80	20
	190159348	Elizavecca 24k gold snail Cleansing Foam 180ml	Elizavecca 24k gold snail Cleansing Foam 180ml	B	97					100
	240311751	Робот мойщик окон sBot w250	Робот мойщик окон sBot w250	B	83					100
	551600265	CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD_10EA [30ml]	CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD_10EA [30ml]	C	95	1		4	40	60
	868575374	MANYO BIFIDA COMPLEX AMPOULE GEL CLEANSER [400ml]	MANYO BIFIDA COMPLEX AMPOULE GEL CLEANSER [400ml]	B	94			5	50	50
	198156698	Manyo_Pure_Cleansing_Oil	Manyo_Pure_Cleansing_Oil	B	92	33		2	22.22	77.78
	437776835	ROUND LAB PINE CALMING CICA AMPOULE_30ml	ROUND LAB PINE CALMING CICA AMPOULE_30ml	C	83	12		5	55.56	44.44
	151132052	ENOUGH COLLAGEN 3IN1 21	ENOUGH COLLAGEN 3IN1 21	C	97	138		7	87.50	12.50
	174668134	Пистолет перкуссионный V1	Пистолет перкуссионный V1	C	80			5	62.50	37.50
	207483780	JIGOTT - Birds Nest Firming Cream [70ml]	JIGOTT - Birds Nest Firming Cream [70ml]	B	99	41		7	87.50	12.50
	226117746	PETITFEE - Chamomile Lightening Hydrogel Mask Pack [5pcs]	PETITFEE - Chamomile Lightening Hydrogel Mask Pack [5pcs]	B	97	5		6	75	25
	551387355	CELIMAX THE VITA-A RETINAL SHOT TIGHTENING BOOSTER [15ml]	CELIMAX THE VITA-A RETINAL SHOT TIGHTENING BOOSTER [15ml]	C	90	107		7	87.50	12.50
	207476777	FARMSTAY - Collagen Pure Cleansing Foam [180ml]	FARMSTAY - Collagen Pure Cleansing Foam [180ml]	C	94	3		4	57.14	42.86
	238413828	ENOUGH collagen moisture BB Cream SPF47 PA+++ N	ENOUGH collagen moisture BB Cream SPF47 PA+++ N	B	96	132		7	100	
	611747838	Collagen_Enough_Moisture_Foundation_23	Collagen_Enough_Moisture_Foundation_23	C	90	20		6	85.71	14.29
	180711104	Petitfee GOLD	Petitfee GOLD	C	97	2		6	100	
	199427475	Dr.Jart_Teatreatment_Toner	Dr.Jart_Teatreatment_Toner	C	94			2	33.33	66.67
	207479264	EKEL Ampoule Cream Collagen [50ml]	EKEL Ampoule Cream Collagen [50ml]	B	98					100
	207818000	ISNTREE - Chestnut AHA 8% Clear Essence Sample [20ml]	ISNTREE - Chestnut AHA 8% Clear Essence Sample [20ml]	C	60					100
	208208674	Рация_UV-82 (1 шт)	Рация_UV-82 (1 шт)	C	77	42		6	100	
	226115324	PETITFEE - Agave Cooling Hydrogel Face Mask [5pcs]	PETITFEE - Agave Cooling Hydrogel Face Mask [5pcs]	A	96			4	66.67	33.33
	551472457	CELIMAX THE REAL NONI ENERGY AMPOULE_30ML (NEW) [30ml]	CELIMAX THE REAL NONI ENERGY AMPOULE_30ML (NEW) [30ml]	C	97	26		5	83.33	16.67
	868700077	MANYO BIFIDA INFUSION SHOT AMPOULE 1DX [50ml]	MANYO BIFIDA INFUSION SHOT AMPOULE 1DX [50ml]	B	86	16		4	66.67	33.33
	176944957	sBotW300	sBotW300	B	97					100
	206126372	I'm Sorry for My Skin Крем Age Capture Vitalizer	I'm Sorry for My Skin Крем Age Capture Vitalizer	B	93	11		5	100	
	207481251	COSRX Advanced Snail 96 Mucin Power Essence [100ml]	COSRX Advanced Snail 96 Mucin Power Essence [100ml]	B	98	8		5	100	
	212883090	JIGOTT - Aura Secret Hyaluronec Acid Toner [300ml]	JIGOTT - Aura Secret Hyaluronec Acid Toner [300ml]	B	91	20		5	100	
	608837066	DEOPROCE SHAMPOO - BLACK GARLIC[600ml] без колпачка	DEOPROCE SHAMPOO - BLACK GARLIC[600ml] без колпачка	C	98	8		4	80	20
	154159632	Baking Powder BB Deep Cleansing Foam 3в1 30	Baking Powder BB Deep Cleansing Foam 3в1 30	B	94	13		3	75	25
	179611304	Petitfee Cacao Energizing Hydrogel Eye Patch	Petitfee Cacao Energizing Hydrogel Eye Patch	C	91	25		3	75	25
	180988755	Petitfee B-Glucan Deep Firming Eye Mask	Petitfee B-Glucan Deep Firming Eye Mask	C	97	33		3	75	25
	212753217	JIGOTT - Collagen Healing Cream [100ml]	JIGOTT - Collagen Healing Cream [100ml]	C	97	2				100
	212759698	JIGOTT - Moisture Real Aloe Vera Toner [300ml]	JIGOTT - Moisture Real Aloe Vera Toner [300ml]	B	95					100
	248929125	SOME BY MI - AHA-BHA-PHA 30 Days Miracle Cream [60g]	SOME BY MI - AHA-BHA-PHA 30 Days Miracle Cream [60g]	C	92	14		4	100	
	255574453	JIGOTT - MASK 15	JIGOTT - MASK 15	C	100	93		3	75	25
	307073881	ETUDE Baking Powder BB Deep Cleansing Foam 160 мл N	ETUDE Baking Powder BB Deep Cleansing Foam 160 мл N	C	92	2		3	75	25
	551540924	CELIMAX PORE+DARK SPOT BRIGHTENING PAD [100ml / 40pads]	CELIMAX PORE+DARK SPOT BRIGHTENING PAD [100ml / 40pads]	C	79	15		2	50	50
	204258828	COSRX_Salicylic_Acid_Cleanser	COSRX_Salicylic_Acid_Cleanser	C	97	2		2	66.67	33.33
	207818642	LEBELAGE - Dr. Hyaluronic Derma Eye Cream [40ml]	LEBELAGE - Dr. Hyaluronic Derma Eye Cream [40ml]	C	100	8		2	66.67	33.33
	214977901	JMSOLUTION - Mask Pack Black	JMSOLUTION - Mask Pack Black	C	90	20		2	66.67	33.33
	226114831	PETITFEE - Artichoke Soothing Hydrogel Face Mask [5pcs]	PETITFEE - Artichoke Soothing Hydrogel Face Mask [5pcs]	C	96			3	100	
	226115248	PETITFEE - Cacao Energizing Hydrogel Mask Pack [5pcs]	PETITFEE - Cacao Energizing Hydrogel Mask Pack [5pcs]	C	100			2	66.67	33.33
	100680843	sBotW120_100680843	sBotW120_100680843	B	100			1	50	50
	179611318	Petitfee Chamomile Lightening Hydrogel Eye Mask	Petitfee Chamomile Lightening Hydrogel Eye Mask	B	95	14		1	50	50
	180852804	Скалер белый v1	Скалер белый v1	C	67					100
	180852837	Триммер черный v1	Триммер черный v1	C	100			2	100	
	198620596	Lamp_white_26cm	Lamp_white_26cm	C	71					100
	210579932	LEBELAGE - Dr. Snail Derma Eye Cream [40ml]	LEBELAGE - Dr. Snail Derma Eye Cream [40ml]	C	96			2	100	
	212719009	DR. JART - Cicapair Tiger Grass Color Correcting Treatment [50ml]	DR. JART - Cicapair Tiger Grass Color Correcting Treatment [50ml]	C	100	29		2	100	
	214311963	SKIN1004 - Madagascar Centella Ampoule [30ml]	SKIN1004 - Madagascar Centella Ampoule [30ml]	C	86	5		1	50	50
	214312149	SKIN1004 - Madagascar Centella Hyalu-Cica Sleeping Pack [30ml]	SKIN1004 - Madagascar Centella Hyalu-Cica Sleeping Pack [30ml]	C	90	6		1	50	50
	214312385	THE ORDINARY - Argireline Solution 10% [30ml]	THE ORDINARY - Argireline Solution 10% [30ml]	C	80			1	50	50
	226114935	PETITFEE - Gold Hydrogel Mask Pack [5pcs]	PETITFEE - Gold Hydrogel Mask Pack [5pcs]	B	100			1	50	50
	238359400	LEBELAGE - High Protection Extreme Sun Cream SPF50+ PA++ [30ml] N	LEBELAGE - High Protection Extreme Sun Cream SPF50+ PA++ [30ml] N	A	82					100
	551490295	CELIMAX PORE+DARK SPOT BRIGHTENING SERUM_10ml [10ml]	CELIMAX PORE+DARK SPOT BRIGHTENING SERUM_10ml [10ml]	C	94	64		2	100	
	608624295	DEOPROCE SHAMPOO - BLACK GARLIC[600ml] с колпачком	DEOPROCE SHAMPOO - BLACK GARLIC[600ml] с колпачком	C	97	19		2	100	
	1123574113	Round Lab 1025 Dokdo Toner	Round Lab 1025 Dokdo Toner	C	100	3		1	50	50
	48906952	dm7dm5	dm7dm5	C	100					100
	103441912	dm7dm12	dm7dm12	C	100					100
	103442522	dm7dm13	dm7dm13	C	100			1	100	
	179611231	Petitfee 98% Collagen & CoQ10 Hydro Gel Eye Patch	Petitfee 98% Collagen & CoQ10 Hydro Gel Eye Patch	C	100	7		1	100	
	180711041	Petitfee EGF	Petitfee EGF	C	100	38		1	100	
	180987509	Petitfee Pink Vita Brightening Eye Mask	Petitfee Pink Vita Brightening Eye Mask	C	100	3				100
	183030830	HairSet/350/8*2	HairSet/350/8*2	C	100	4		1	100	
	190314349	СГ-Красная	СГ-Красная	C	100					100
	207817787	ISNTREE - Chestnut AHA 8% Clear Essence [100ml]	ISNTREE - Chestnut AHA 8% Clear Essence [100ml]	C	100					100
	210575566	LEBELAGE - Dr. Peptide Derma Eye Cream [40ml]	LEBELAGE - Dr. Peptide Derma Eye Cream [40ml]	C	100	7		1	100	
	212720615	ISNTREE - Onion Newpair Gel Cream [50ml]	ISNTREE - Onion Newpair Gel Cream [50ml]	C	100					100
	214304883	DEOPROCE - SNAIL RECOVERY CREAM [100g]	DEOPROCE - SNAIL RECOVERY CREAM [100g]	C	100	18		1	100	
	214305705	DEOPROCE SHAMPOO - ARGAN SILKY MOISTURE [1000ml]	DEOPROCE SHAMPOO - ARGAN SILKY MOISTURE [1000ml]	C	100					100
	226115478	PETITFEE - Black Pearl & Gold Hydrogel Mask Pack [5pcs]	PETITFEE - Black Pearl & Gold Hydrogel Mask Pack [5pcs]	C	100	5		1	100	
	248928046	SOME BY MI - AHA-BHA-PHA 30 Days Miracle Cleansing Bar [106g]	SOME BY MI - AHA-BHA-PHA 30 Days Miracle Cleansing Bar [106g]	C	86	1		1	100	
	333321028	ELIZAVECCA - Milky Piggy Hell-Pore Clean Up Enzyme Powder Wash2	ELIZAVECCA - Milky Piggy Hell-Pore Clean Up Enzyme Powder Wash2	C	100			1	100	
	340752919	PETITFEE Black Pearl & Gold Hydrogel Eye Patch/Gold Hydrogel Eye Patch	PETITFEE Black Pearl & Gold Hydrogel Eye Patch/Gold Hydrogel Eye Patch	C	100	6		1	100	
	437850261	ROUND LAB SOYBEAN CLEANSING OIL_200ml	ROUND LAB SOYBEAN CLEANSING OIL_200ml	C	67	14		1	100	
	551392965	CELIMAX DUAL BARRIER SKIN WEARABLE CREAM [50ml]	CELIMAX DUAL BARRIER SKIN WEARABLE CREAM [50ml]	C	100	77		1	100	
	551447345	CELIMAX PORE+DARK SPOT BRIGHTENING CREAM [35ml]	CELIMAX PORE+DARK SPOT BRIGHTENING CREAM [35ml]	C	100	68		1	100	
	551482493	CELIMAX PORE+DARK SPOT BRIGHTENING SERUM_30ml [30ml]	CELIMAX PORE+DARK SPOT BRIGHTENING SERUM_30ml [30ml]	C	75	41		1	100	
	551616449	CELIMAX THE REAL NONI STARTER KIT (NEW) [30ml+10ml+10ml]	CELIMAX THE REAL NONI STARTER KIT (NEW) [30ml+10ml+10ml]	C	80					100
	663654300	videokamera4gneww	videokamera4gneww	C	100	8		1	100	
	180992464	PETITFEE Aura Quartz Hydrogel Eye Mask Pure Opal	PETITFEE Aura Quartz Hydrogel Eye Mask Pure Opal	C	95	2				
	190160008	Elizavecca Milky Piggy EGF elastic retinol [100ml]	Elizavecca Milky Piggy EGF elastic retinol [100ml]	C	75	46				
	206058262	ELIZAVECCA_galactomyces_Ample	ELIZAVECCA_galactomyces_Ample	C	100	93				
	207796350	ELIZAVECCA - CER-100  [100ml]	ELIZAVECCA - CER-100  [100ml]	C	93	151				
	236825103	JMSOLUTION-Marine Luminous Pearl Deep Moisture Mask Pearl [1/2/3]*[10ea]	JMSOLUTION-Marine Luminous Pearl Deep Moisture Mask Pearl [1/2/3]*[10ea]	C	100					
	247275092	THE ORDINARY - Glycolic Acid 7% Toning Solution[KOR] [240ml]	THE ORDINARY - Glycolic Acid 7% Toning Solution[KOR] [240ml]	C	100	6				
	315688951	Триммер Золото	Триммер Золото	C	100	2				
	551518955	CELIMAX THE REAL NONI MOISTURE BALANCING TONER (NEW) [150ml]	CELIMAX THE REAL NONI MOISTURE BALANCING TONER (NEW) [150ml]	C	100	13				
	1119249556	VT PDRN Essence 100	VT PDRN Essence 100	C	100	6				
	1123494802	VT Reedle Shot	VT Reedle Shot	C	100	7				
	Северо-Западный							1046	44.28	55.72
	437154709	ROUND LAB 1025 DOKDO CLEANSER_150ml	ROUND LAB 1025 DOKDO CLEANSER_150ml	A	91			116	31.44	68.56
