Артикул_ВБ	Название	Остаток_шт	Выкуп_ФинОтчет_%	Выкуп_API_%	Выкуп_ЛК_%	Выкуп_АВТО_%	Возврат_ФинОтчет_%	Возврат_API_%	Возврат_АВТО_%	Продаж_ФинОтчет	Возвратов_ФинОтчет	Заказов_API	Продаж_API
1093844238	JMSOLUTION - Mask Pack Black [7pcs]		100	100	100	100							
1093844239	JMSOLUTION - Mask Pack Black [3pcs]		100	100	100	100							
1093844240	JMSOLUTION - Mask Pack Black [6pcs]		100	100	100	100							
1093844241	JIGOTT - MASK 15		100	100	100	100							
1093844242	JMSOLUTION - Mask Pack Black [5pcs]		100	100	100	100							
1093844243	JMSOLUTION - Mask Pack Black [8pcs]		100	100	100	100							
1093844249	CELIMAX THE REAL NONI ENERGY AMPOULE_30ML (NEW) [30ml]		100	100	100	100							
1093844250	ROUND LAB SOYBEAN PANTHENOL CREAM_80ml		100	100	100	100							
1093844263	ROUND LAB MUGWORT CALMING SOOTHING GEL_150ml		100	100	100	100							
1093844273	Manyo_Ampoule_Lotion		100	100	100	100							
1093844286	Etude Baking Powder Crunch Pore Scrub треугольники 30		100	100	100	100							
1093844290	Petitfee GOLD		100	100	100	100							
1093844303	CELIMAX DUAL BARRIER TRIAL KIT [20ml+10ml]		100	100	100	100							
1093844318	PETITFEE - Cacao Energizing Hydrogel Mask Pack [5pcs]		100	100	100	100							
1093844319	PETITFEE - Gold Hydrogel Mask Pack [5pcs]		100	100	100	100							
1093844320	PETITFEE - Gold & Snail Hydrogel Mask Pack [5pcs]		100	100	100	100							
1093844321	PETITFEE - Chamomile Lightening Hydrogel Mask Pack [5pcs]		100	100	100	100							
1093844322	PETITFEE - Agave Cooling Hydrogel Face Mask [5pcs]		100	100	100	100							
1093844323	PETITFEE - Artichoke Soothing Hydrogel Face Mask [5pcs]		100	100	100	100							
1093844324	PETITFEE - Black Pearl & Gold Hydrogel Mask Pack [5pcs]		100	100	100	100							
1093844330	Petitfee Chamomile Lightening Hydrogel Eye Mask		100	100	100	100							
1093844394	ENOUGH COLLAGEN 3IN1 13		100	100	100	100							
1093851513	Manyo_Complex_Ampoule		100	100	100	100							
1093851533	Enough Collagen Foundation Cover Up Ultra X10 21 тон		100	100	100	100							
1093851534	Enough Collagen Foundation Cover Up Ultra X10 13 тон		100	100	100	100							
1126664908	Celimax Dual Barrier		100	100	100	100							
1138829763	ENOUGH - Collagen Moisture Foundation [Tone 23]		100	100	100	100							
1138831724	ENOUGH - Gold Snail Moisture Foundation [Tone 13]		100	100	100	100							
1138847623	ENOUGH - Premium Rich Gold Double Wear Radiance Foundation [Tone 21]		100	100	100	100							
1138855894	ENOUGH Collagen whitening cover tip concealer #02 [9g]		100	100	100	100							
1138930359	ETUDE - Baking Powder BB Deep Cleansing Foam [160ml]		100	100	100	100							
1138934745	ETUDE - Baking Powder Crunch Pore Scrub [24*7ml]		100	100	100	100							
1139004258	I'm Sorry For My Skin - Age Capture Vitalizer Cream		100	100	100	100							
1139033070	JIGOTT - Collagen Healing Cream [100ml]		100	100	100	100							
1139161147	MANYO - Pure Cleansing Oil [200ml] 2		100	100	100	100							
1139164942	MANYO BIFIDA INFUSION SHOT AMPOULE 1DX [50ml] 2		100	100	100	100							
1139173160	PETITFEE - Artichoke Soothing Hydrogel Eye Patch [60ea] 2		100	100	100	100							
1139175663	PETITFEE - Aura Quartz Hydrogel Eye Patch [60ea] 2		100	100	100	100							
1139191019	PETITFEE - Gold & EGF Hydrogel Eye & Spot Patch [60ea]		100	100	100	100							
1139195138	PETITFEE - Pink Vita Brightening Eye Patch [60ea] 2		100	100	100	100							
1139208838	PETITFEE - Chamomile Lightening Hydrogel Mask Pack [5pcs] 2		100	100	100	100							
1139253174	ROUND LAB SOYBEAN PANTHENOL CREAM_80ml		100	100	100	100							
1139256399	ROUND LAB PINE CALMING CICA AMPOULE_30ml 2		100	100	100	100							
1139261894	CELIMAX PORE+DARK SPOT BRIGHTENING CREAM [35ml] 2		100	100	100	100							
1139271453	CELIMAX THE REAL NONI ENERGY AMPOULE_30ML (NEW) [30ml] 2		100	100	100	100							
1139275725	CELIMAX PORE+DARK SPOT BRIGHTENING SERUM_30ml		100	100	100	100							
1139279921	CELIMAX THE REAL NONI MOISTURE BALANCING TONER (NEW) [150ml] 2		100	100	100	100							
1152788018	Крем для лица		100	100	100	100							
