Уровень 1	Уровень 2	Уровень 3	Уровень 4	Уровень 5	Путь	Конечная категория	FBY %	FBS %	Express %	DBS %	FBS минус FBY, п.п.
Товары для красоты	Косметика, парфюмерия и уход	Уход за лицом	Очищение и снятие макияжа		Товары для красоты > Косметика, парфюмерия и уход > Уход за лицом > Очищение и снятие макияжа	нет	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за лицом	Очищение и снятие макияжа	Матирующие салфетки для лица	Товары для красоты > Косметика, парфюмерия и уход > Уход за лицом > Очищение и снятие макияжа > Матирующие салфетки для лица	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за лицом	Очищение и снятие макияжа	Средства для снятия макияжа	Товары для красоты > Косметика, парфюмерия и уход > Уход за лицом > Очищение и снятие макияжа > Средства для снятия макияжа	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за лицом	Очищение и снятие макияжа	Средства для умывания	Товары для красоты > Косметика, парфюмерия и уход > Уход за лицом > Очищение и снятие макияжа > Средства для умывания	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за лицом	Скрабы и пилинги		Товары для красоты > Косметика, парфюмерия и уход > Уход за лицом > Скрабы и пилинги	нет	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за лицом	Скрабы и пилинги	Активаторы пилинга	Товары для красоты > Косметика, парфюмерия и уход > Уход за лицом > Скрабы и пилинги > Активаторы пилинга	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за лицом	Скрабы и пилинги	Нейтрализаторы пилинга	Товары для красоты > Косметика, парфюмерия и уход > Уход за лицом > Скрабы и пилинги > Нейтрализаторы пилинга	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за лицом	Скрабы и пилинги	Палочки для пилинга	Товары для красоты > Косметика, парфюмерия и уход > Уход за лицом > Скрабы и пилинги > Палочки для пилинга	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за лицом	Скрабы и пилинги	Пилинги для лица	Товары для красоты > Косметика, парфюмерия и уход > Уход за лицом > Скрабы и пилинги > Пилинги для лица	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за лицом	Скрабы и пилинги	Постпилинговые средства	Товары для красоты > Косметика, парфюмерия и уход > Уход за лицом > Скрабы и пилинги > Постпилинговые средства	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за лицом	Скрабы и пилинги	Предпилинговые средства	Товары для красоты > Косметика, парфюмерия и уход > Уход за лицом > Скрабы и пилинги > Предпилинговые средства	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за лицом	Скрабы и пилинги	Скрабы для лица	Товары для красоты > Косметика, парфюмерия и уход > Уход за лицом > Скрабы и пилинги > Скрабы для лица	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за лицом	Скрабы и пилинги	Шелковые коконы	Товары для красоты > Косметика, парфюмерия и уход > Уход за лицом > Скрабы и пилинги > Шелковые коконы	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за лицом	Уход за кожей вокруг глаз		Товары для красоты > Косметика, парфюмерия и уход > Уход за лицом > Уход за кожей вокруг глаз	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за лицом	Уход за кожей губ		Товары для красоты > Косметика, парфюмерия и уход > Уход за лицом > Уход за кожей губ	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями			Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями	нет	44.0	51.0	44.0	51.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Аксессуары для маникюра и педикюра		Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Аксессуары для маникюра и педикюра	нет	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Аксессуары для маникюра и педикюра	Аксессуары для маникюра и педикюра	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Аксессуары для маникюра и педикюра > Аксессуары для маникюра и педикюра	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Аксессуары для маникюра и педикюра	Корректоры от вросшего ногтя	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Аксессуары для маникюра и педикюра > Корректоры от вросшего ногтя	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Аксессуары для маникюра и педикюра	Тренировочные модели для маникюра	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Аксессуары для маникюра и педикюра > Тренировочные модели для маникюра	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Аппараты для маникюра и педикюра		Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Аппараты для маникюра и педикюра	нет	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Аппараты для маникюра и педикюра	Аксессуары к маникюрно-педикюрному аппарату	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Аппараты для маникюра и педикюра > Аксессуары к маникюрно-педикюрному аппарату	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Аппараты для маникюра и педикюра	Аппараты для маникюра и педикюра	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Аппараты для маникюра и педикюра > Аппараты для маникюра и педикюра	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Аппараты для маникюра и педикюра	Запчасти к маникюрно-педикюрному аппарату	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Аппараты для маникюра и педикюра > Запчасти к маникюрно-педикюрному аппарату	да	38.0	45.0	38.0	45.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Аппараты для маникюра и педикюра	Насадки для маникюрно-педикюрного аппарата	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Аппараты для маникюра и педикюра > Насадки для маникюрно-педикюрного аппарата	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Аппараты для маникюра и педикюра	Пылесосы для маникюра и педикюра	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Аппараты для маникюра и педикюра > Пылесосы для маникюра и педикюра	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Аппараты для маникюра и педикюра	Сменные насадки для пилки для ногтей	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Аппараты для маникюра и педикюра > Сменные насадки для пилки для ногтей	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Аппараты для маникюра и педикюра	Сменные насадки для роликовой пилки	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Аппараты для маникюра и педикюра > Сменные насадки для роликовой пилки	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Аппараты для маникюра и педикюра	Электрические педикюрная пилка	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Аппараты для маникюра и педикюра > Электрические педикюрная пилка	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Аппараты для маникюра и педикюра	Электрические пилки для ногтей	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Аппараты для маникюра и педикюра > Электрические пилки для ногтей	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Базы и топы		Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Базы и топы	нет	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Базы и топы	Базы для ногтей	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Базы и топы > Базы для ногтей	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Базы и топы	Наборы из топа и базы	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Базы и топы > Наборы из топа и базы	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Базы и топы	Топы для ногтей	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Базы и топы > Топы для ногтей	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Базы и топы	Топы и базы 2 в 1	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Базы и топы > Топы и базы 2 в 1	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Гель-лаки		Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Гель-лаки	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Дизайн ногтей		Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Дизайн ногтей	нет	40.5	47.5	40.5	47.5	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Дизайн ногтей	Инструменты	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Дизайн ногтей > Инструменты	да	40.5	47.5	40.5	47.5	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Дизайн ногтей	Краски	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Дизайн ногтей > Краски	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Дизайн ногтей	Наклейки, трафареты, фольга	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Дизайн ногтей > Наклейки, трафареты, фольга	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Дизайн ногтей	Стемпинг	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Дизайн ногтей > Стемпинг	нет	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Дизайн ногтей	Стемпинг	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Дизайн ногтей > Стемпинг > Аксессуары для стемпинга	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Дизайн ногтей	Стемпинг	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Дизайн ногтей > Стемпинг > Жидкости для стемпинга	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Дизайн ногтей	Стемпинг	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Дизайн ногтей > Стемпинг > Лаки для стемпинга	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Жидкости		Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Жидкости	нет	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Жидкости	Антисептики для рук и ногтей	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Жидкости > Антисептики для рук и ногтей	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Жидкости	Бескислотные праймеры для ногтей	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Жидкости > Бескислотные праймеры для ногтей	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Жидкости	Дегидраторы для ногтей	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Жидкости > Дегидраторы для ногтей	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Жидкости	Кислотные праймеры для ногтей	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Жидкости > Кислотные праймеры для ногтей	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Жидкости	Обезжириватели для ногтей	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Жидкости > Обезжириватели для ногтей	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Жидкости	Разбавители для гель-лака	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Жидкости > Разбавители для гель-лака	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Жидкости	Разбавители лака для ногтей	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Жидкости > Разбавители лака для ногтей	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Инструменты для маникюра и педикюра		Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Инструменты для маникюра и педикюра	нет	44.0	51.0	44.0	51.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Инструменты для маникюра и педикюра	Книпсеры	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Инструменты для маникюра и педикюра > Книпсеры	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Инструменты для маникюра и педикюра	Кусачки для маникюра и педикюра	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Инструменты для маникюра и педикюра > Кусачки для маникюра и педикюра	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Инструменты для маникюра и педикюра	Кюретки для маникюра	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Инструменты для маникюра и педикюра > Кюретки для маникюра	да	44.0	51.0	44.0	51.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Инструменты для маникюра и педикюра	Лезвия для педикюрного станка	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Инструменты для маникюра и педикюра > Лезвия для педикюрного станка	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Инструменты для маникюра и педикюра	Лопатки маникюрные	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Инструменты для маникюра и педикюра > Лопатки маникюрные	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Инструменты для маникюра и педикюра	Наборы маникюрные	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Инструменты для маникюра и педикюра > Наборы маникюрные	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Инструменты для маникюра и педикюра	Нож для кутикулы	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Инструменты для маникюра и педикюра > Нож для кутикулы	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Инструменты для маникюра и педикюра	Ножницы маникюрные	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Инструменты для маникюра и педикюра > Ножницы маникюрные	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Инструменты для маникюра и педикюра	Основы для пилки маникюрной	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Инструменты для маникюра и педикюра > Основы для пилки маникюрной	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Инструменты для маникюра и педикюра	Пемза для педикюра	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Инструменты для маникюра и педикюра > Пемза для педикюра	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Инструменты для маникюра и педикюра	Пилки педикюрные	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Инструменты для маникюра и педикюра > Пилки педикюрные	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Инструменты для маникюра и педикюра	Сменные файлы для пилки	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Инструменты для маникюра и педикюра > Сменные файлы для пилки	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Инструменты для маникюра и педикюра	Станки педикюрные	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Инструменты для маникюра и педикюра > Станки педикюрные	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Инструменты для маникюра и педикюра	Твизеры для кутикулы	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Инструменты для маникюра и педикюра > Твизеры для кутикулы	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Инструменты для маникюра и педикюра	Типсорезы	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Инструменты для маникюра и педикюра > Типсорезы	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Лаки для ногтей		Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Лаки для ногтей	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Лампы для сушки		Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Лампы для сушки	да	40.5	47.5	40.5	47.5	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Лечение и укрепление		Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Лечение и укрепление	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Масло для кутикулы		Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Масло для кутикулы	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Наращивание ногтей		Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Наращивание ногтей	нет	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Наращивание ногтей	Акриловая система	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Наращивание ногтей > Акриловая система	нет	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Наращивание ногтей	Акриловая система	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Наращивание ногтей > Акриловая система > Мономеры для акрила	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Наращивание ногтей	Акриловая система	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Наращивание ногтей > Акриловая система > Наборы для наращивания ногтей	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Наращивание ногтей	Акриловая система	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Наращивание ногтей > Акриловая система > Пудра акриловая для ногтей	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Наращивание ногтей	Гелевая система	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Наращивание ногтей > Гелевая система	нет	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Наращивание ногтей	Гелевая система	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Наращивание ногтей > Гелевая система > Гели для наращивания ногтей	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Наращивание ногтей	Гелевая система	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Наращивание ногтей > Гелевая система > Жидкости для акригеля	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Наращивание ногтей	Накладные ногти, типсы	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Наращивание ногтей > Накладные ногти, типсы	нет	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Наращивание ногтей	Накладные ногти, типсы	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Наращивание ногтей > Накладные ногти, типсы > Зажимы для наращивания ногтей	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Наращивание ногтей	Накладные ногти, типсы	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Наращивание ногтей > Накладные ногти, типсы > Клей для ногтей	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Наращивание ногтей	Накладные ногти, типсы	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Наращивание ногтей > Накладные ногти, типсы > Материал для коррекции ногтей	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Наращивание ногтей	Накладные ногти, типсы	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Наращивание ногтей > Накладные ногти, типсы > Накладные ногти	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Наращивание ногтей	Накладные ногти, типсы	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Наращивание ногтей > Накладные ногти, типсы > Типсы для наращивания ногтей	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Наращивание ногтей	Накладные ногти, типсы	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Наращивание ногтей > Накладные ногти, типсы > Трубочки для моделирования арки	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Наращивание ногтей	Накладные ногти, типсы	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Наращивание ногтей > Накладные ногти, типсы > Формы для наращивания ногтей	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Пилки		Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Пилки	нет	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Пилки	Пилки для ногтей	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Пилки > Пилки для ногтей	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Пилки	Пилки-бафы для ногтей	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Пилки > Пилки-бафы для ногтей	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Пилки	Футляры для пилки для ногтей	Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Пилки > Футляры для пилки для ногтей	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Средства для снятия лака		Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Средства для снятия лака	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за ногтями	Удаление кутикулы		Товары для красоты > Косметика, парфюмерия и уход > Уход за ногтями > Удаление кутикулы	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом			Товары для красоты > Косметика, парфюмерия и уход > Уход за телом	нет	45.0	52.0	45.0	52.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Аксессуары		Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Аксессуары	нет	44.0	51.0	44.0	51.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Аксессуары	Аксессуары для парафинотерапии	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Аксессуары > Аксессуары для парафинотерапии	да	39.0	46.0	39.0	46.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Аксессуары	Дозаторы для косметического флакона	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Аксессуары > Дозаторы для косметического флакона	да	44.0	51.0	44.0	51.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Аксессуары	Носки косметические	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Аксессуары > Носки косметические	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Аксессуары	Перчатки косметические	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Аксессуары > Перчатки косметические	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Аксессуары	Шапочки для душа	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Аксессуары > Шапочки для душа	да	41.0	48.0	41.0	48.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Антицеллюлитные средства		Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Антицеллюлитные средства	нет	38.5	45.5	38.5	45.5	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Антицеллюлитные средства	Массажные банки	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Антицеллюлитные средства > Массажные банки	да	38.5	45.5	38.5	45.5	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Антицеллюлитные средства	Моделирующие средства	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Антицеллюлитные средства > Моделирующие средства	да	38.5	45.5	38.5	45.5	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Антицеллюлитные средства	Пасты для массажа	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Антицеллюлитные средства > Пасты для массажа	да	40.0	47.0	40.0	47.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Антицеллюлитные средства	Пластыри для похудения	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Антицеллюлитные средства > Пластыри для похудения	да	42.0	49.0	42.0	49.0	7.0
Товары для красоты	Косметика, парфюмерия и уход	Уход за телом	Антицеллюлитные средства	Плёнки для обёртывания	Товары для красоты > Косметика, парфюмерия и уход > Уход за телом > Антицеллюлитные средства > Плёнки для обёртывания	да	40.0	47.0	40.0	47.0	7.0
