nm,Артикул продавца,Название,Предмет,Бренд,ordered_units,bought_units,current_stock,missed_buyouts_raw_sum,missed_buyouts_dedup,missed_buyouts_amount_dedup,deficit_warehouse_rows,cost,net_units,profit_per_unit_after_cogs_before_storage_ads,profit_after_cogs_before_storage_ads,Категория,Хранение_период,Хранение_месяц30,Косметика,Переплата_ИРП_период,Переплата_ИРП_месяц,storage_per_sold_unit,profit_per_unit_after_storage_before_ads,missed_profit_dedup,known_positive_economy
150925321,Collagen_Enough_Moisture_Foundation_13,Тональный крем для лица коллаген №13,Тональные кремы,ENOUGH,102,70,472,0.0,0.0,0.0,16,216.45,112.0,349.5191964285715,39146.15000000001,Красота,4493.707,2324.331206896552,True,673.13526,373.96403333333336,40.12238392857143,309.39681250000007,0.0,True
150925322,Collagen_Enough_Moisture_Foundation_21,Увлажняющий тональный крем для лица тон 21,Тональные кремы,ENOUGH,65,46,451,0.0,0.0,0.0,11,242.88,115.0,335.9304347826087,38632.0,Красота,4068.547,2104.4208620689656,True,691.15692,383.97606666666667,35.37866956521739,300.55176521739133,0.0,True
151132051, ENOUGH COLLAGEN 3IN1 13,Отбеливающий тональный крем для лица 3в1 тон 13,Тональные кремы,ENOUGH,76,56,51,0.0,0.0,0.0,10,238.13,119.0,325.39672268907555,38722.20999999999,Красота,565.6,292.55172413793105,True,689.00244,382.77913333333333,4.752941176470588,320.64378151260496,0.0,True
151132052, ENOUGH COLLAGEN 3IN1 21,Отбеливающий тональный крем для лица 3в1 тон 21,Тональные кремы,ENOUGH,42,32,503,0.0,0.0,0.0,11,223.35,54.0,328.62129629629635,17745.550000000003,Красота,4228.528,2187.169655172414,True,309.41574,171.89763333333337,78.30607407407408,250.31522222222227,0.0,True
151175877,Petitfee Agave Cooling Hydrogel Eye Mask,Гидрогелевые патчи от отеков и мешков под глазами,Патчи,Petitfee,117,85,109,0.0,0.0,0.0,16,415.46,242.0,333.65760330578513,80745.14,Красота,1409.208,728.9006896551725,True,1846.46952,1025.8164000000002,5.823173553719009,327.8344297520661,0.0,True
151175880,Petitfee Black Pearl & Gold hydrogel Eye Patch,Патчи для глаз Корея антивозрастные жемчуг и золото,Патчи,Petitfee,135,109,98,0.0,0.0,0.0,13,387.67,361.0,300.99368421052634,108658.72,Красота,1810.736,936.5875862068966,True,2550.92826,1417.182366666667,5.015889196675901,295.9777950138504,0.0,True
151298064,Elizavecca Witch Piggy Hell Pore Blemish Spot Patch,Корейские патчи от прыщей прозрачные,Пластыри косметические,Elizavecca,0,0,0,0.0,0.0,0.0,2,,,,,,,,,,,0.0,,,False
151313163,Etude Baking Powder Crunch Pore Scrub,Скраб для лица Baking Powder с содой Корейский,Скрабы,Etude house,707,551,463,0.0,0.0,0.0,36,361.03,1470.0,388.79982312925176,571535.7400000001,Красота,7665.662,3964.997586206897,True,11210.96622,6228.314566666667,5.214736054421769,383.58508707482997,0.0,True
152115510,sBotW200,Робот мойщик окон с распылением мощный,Роботы-стеклоочистители,SKL TECH,3,3,0,0.0,0.0,0.0,15,2694.073774509804,184.0,671.5882907075869,123572.245490196,Бытовая техника,962.95176,498.0784965517242,False,5959.83156,3311.017533333333,5.23343347826087,666.3548572293261,0.0,True
154158805,Enough Collagen Moisture Essential Cream,Корейский крем для лица увлажняющий с коллагеном,Кремы,ENOUGH,0,0,0,0.0,0.0,0.0,2,,,,,,,,,,,0.0,,,False
154159632,Baking Powder BB Deep Cleansing Foam 3в1 30,Очищающая пенка для снятия макияжа Baking Powder 30ml,Скрабы,Etude house,48,35,237,0.0,0.0,0.0,14,92.17,87.0,251.2571264367816,21859.37,Красота,2359.3,1220.3275862068965,True,332.49648,184.72026666666667,27.118390804597702,224.13873563218388,0.0,True
154160085,Etude Baking Powder Crunch Pore Scrub треугольники 30,Корейский скраб для лица Baking Powder с содой,Скрабы,Etude house,50,35,101,0.0,0.0,0.0,13,389.99,109.0,428.1003669724771,46662.94,Красота,1735.8538730025,897.8554515530172,True,970.04244,538.9124666666667,15.925264889931192,412.1751020825459,0.0,True
154163936,Elizavecca Hell-Pore Control Hyaluronic Acid 97%,Сыворотка для лица увлажняющая с гиалуроновой кислотой,Сыворотки,Elizavecca,2,2,0,0.0,0.0,0.0,4,378.77,5.0,329.276,1646.38,Красота,0.16,0.0827586206896551,True,28.65,15.916666666666668,0.032,329.244,0.0,True
154519502,Планшет для рисования 12 случайный цвет,Графический электронный планшет для рисования,Электронные планшеты для рисования,Планшет для рисования LCD/Планшет для детей,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
154522116,Микрофон-колонка розовый,Детский микрофон караоке беспроводной,Микрофоны,Детский микрофон караоке,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
154989140,Салфетки для робота мойщика окон 12шт,Сменные салфетки для робота sBot 12 шт.,Роботы-стеклоочистители,SKL TECH,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
164999335,Moisture Sun Cream Enough Collagen spf 50 +,Cолнцезащитный крем для лица 50 SPF с коллагеном,Кремы,ENOUGH,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
165002270,ENOUGH collagen moisture BB Cream SPF47 PA+++ BB,BB крем тональный солнцезащитный с коллагеном,Кремы,ENOUGH,52,40,1,35.0,5.0,2754.08,7,,99.0,,,Красота,985.993,509.9963793103448,True,341.74092,189.8560666666667,9.959525252525253,,,False
165007944,LEBELAGE - High Protection Long Lasting Sun Cream SPF50+ PA+++ [30ml],Солнцезащитный крем СПФ 50 для лица и тела,Кремы,Lebelage,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
165008074,LEBELAGE - High Protection Daily No Sebum Sun Cream SPF50+ PA++ [30ml],Солнцезащитный крем СПФ 50 для лица и тела,Кремы,Lebelage,0,0,0,0.0,0.0,0.0,5,,23.0,,,Красота,4.96,2.5655172413793106,True,60.44682,33.58156666666667,0.21565217391304348,,,False
165009038,FARMSTAY ALOEVERA PERFECT SUN CREAM 70g,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,Farm Stay,0,0,0,0.0,0.0,0.0,1,,0.0,,,,,,,,,0.0,,,False
165299450,Masil 8 Seconds Salon Hair Mask Stick Pouch 8 ml 5шт,Маска для волос с кератином увлажняющая восстанавливающая,Маски косметические,MASIL,0,0,0,0.0,0.0,0.0,3,,,,,,,,,,,0.0,,,False
165299669,8 Seconds Salon Hair Mask Stick Pouch 8 ml 10шт,Маска для волос с кератином увлажняющая восстанавливающая,Маски косметические,MASIL,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
165299885,8 Seconds Salon Hair Mask Stick Pouch 8 ml 20шт,Маска для волос с кератином увлажняющая восстанавливающая,Маски косметические,MASIL,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
168956391,FARMSTAY COLLAGEN&HYALURONIC ACID ALL-IN ONE AMPOULE,Сыворотка для лица увлажняющая 3в1 с коллагеном,Сыворотки,Farm Stay,1624,1249,701,0.0,0.0,0.0,46,347.76,2790.0,397.4422544802868,1108863.89,Красота,8085.7735,4182.296637931035,True,21280.841460000003,11822.689700000004,2.8981267025089608,394.5441277777778,0.0,True
168956857,10 PREMIUM REPAIR HAIR MASK,Корейская маска для волос профессиональная Premium Repair,Кремы,MASIL,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
169074006,9 Protein Perfume Silk Balm ,Бальзам для волос несмываемый парфюмированный,Бальзамы,MASIL,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
169076150,FARMSTAY ESCARGOT NOBLESSE INTENSIVE CREAM,Антивозрастной крем для лица от морщин,Кремы,farmstay,414,399,0,848.73,44.67,46306.57,19,313.84,1098.0,314.5450182149363,345370.43000000005,Красота,2275.488,1176.9765517241378,True,7074.18462,3930.102566666667,2.0723934426229507,312.47262477231334,13958.152148579238,True
169198316,Etude House Baking Powder Pore Cleansing Foam 160 ml белая,Пенка для умывания от черных точек Baking Powder 160ml,Скрабы,Etude house,175,129,154,0.0,0.0,0.0,18,260.26,281.0,353.74277580071174,99401.72,Красота,1753.3455,906.9028448275864,True,1789.99452,994.4414,6.239663701067616,347.5031120996441,0.0,True
170198109,Enough Rich Gold Double Wea Radiance Foundation 21 тон,Тональный крем для лица увлажняющий эффект сияния,Тональные кремы,ENOUGH,144,103,209,0.0,0.0,0.0,15,269.65,152.0,318.34565789473686,48388.54,Красота,1908.205,987.0025862068964,True,913.45428,507.4746,12.553980263157895,305.791677631579,0.0,True
170198180,Enough Rich Gold Double Wea Radiance Foundation 13 тон,Тональный крем для лица увлажняющий эффект сияния,Тональные кремы,ENOUGH,152,110,28,0.0,0.0,0.0,19,269.65,190.0,272.2442631578948,51726.41000000001,Красота,928.532,480.27517241379314,True,1078.43088,599.1282666666667,4.887010526315789,267.357252631579,0.0,True
170198337,Enough 8 Peptide Full Cover Perfect Foundation 21 тон,Корейский тональный крем с пептидами 21 тон,Тональные кремы,ENOUGH,115,73,243,0.0,0.0,0.0,14,304.77,124.0,379.97830645161287,47117.31,Красота,1921.274,993.7624137931036,True,867.1159200000001,481.7310666666667,15.494145161290321,364.48416129032256,0.0,True
170198738,Enough 8 Peptide Full Cover Perfect Foundation 13 тон,Корейский тональный крем с пептидами 13 тон,Тональные кремы,ENOUGH,110,84,108,0.0,0.0,0.0,17,335.9,141.0,385.6176595744682,54372.09000000001,Красота,1397.516,722.8531034482759,True,1031.03412,572.7967333333333,9.911460992907802,375.7061985815604,0.0,True
170198835,Enough Collagen Foundation Cover Up Ultra X10 13 тон,Тональный крем для лица увлажняющий матовый коллаген,Тональные кремы,ENOUGH,181,170,0,0.0,0.0,0.0,17,315.45,416.0,247.79721153846157,103083.64,Красота,505.3195,261.3721551724138,True,2434.56402,1352.535566666667,1.2147103365384615,246.5825012019231,0.0,True
170198876,Enough Collagen Foundation Cover Up Ultra X10 21 тон,Тональный крем для лица увлажняющий матовый коллаген,Тональные кремы,ENOUGH,96,72,217,0.0,0.0,0.0,16,315.45,142.0,255.235,36243.37,Красота,2774.2,1434.9310344827586,True,831.03636,461.6868666666667,19.536619718309858,235.69838028169016,0.0,True
174668134,Пистолет перкуссионный V1,Перкуссионный массажер для тела от целлюлита,Массажеры электрические,Перкуссионный массажер пистолет,2,1,63,0.0,0.0,0.0,8,,7.0,,,Техника для красоты и здоровья,1733.92300341,896.8567259017241,False,34.65,19.25,247.7032862014286,,,False
176944957,sBotW300,Робот мойщик окон с распылением мощный,Роботы-стеклоочистители,SKL TECH,110,76,104,0.0,0.0,0.0,19,3323.1425070028017,172.0,15.284586020453622,2628.948795518023,Бытовая техника,9802.324832355,5070.168016735345,False,5746.88928,3192.716266666667,56.99026065322674,-41.70567463277312,-0.0,False
176945700,sBotW400,Квадратный робот мойщик квадратный с распылением,Роботы-стеклоочистители,SKL TECH,21,19,0,2446.81,143.93,1133580.98,17,4445.896031746033,267.0,1108.2082753700722,295891.6095238093,Бытовая техника,1423.9294938,736.5152554137932,False,13536.73056,7520.405866666667,5.33306926516854,1102.8752061049038,158736.8284146788,True
179611207,Petitfee GOLD & SNAIL HYDROGEL EYE PATCH,Гидрогелевые патчи для глаз Корея антивозрастные от отеков,Патчи,Petitfee,119,106,0,0.0,0.0,0.0,8,415.46,257.0,235.1589883268482,60435.859999999986,Красота,1046.524,541.3055172413794,True,1723.49796,957.4988666666668,4.072077821011673,231.08691050583653,0.0,True
179611231,Petitfee 98% Collagen & CoQ10 Hydro Gel Eye Patch,Гидрогелевые патчи для глаз Корея от отеков,Патчи,Petitfee,46,32,53,0.0,0.0,0.0,10,385.05,75.0,422.44733333333335,31683.550000000003,Красота,641.996,332.06689655172414,True,613.5300000000001,340.8500000000001,8.559946666666667,413.88738666666666,0.0,True
179611278,Petitfee Artichoke Soothing Hydrogel Eye Mask,Патчи под глаза гидрогелевые с артишоком,Патчи,Petitfee,36,26,110,0.0,0.0,0.0,9,415.46,66.0,342.6383333333333,22614.13,Красота,1237.488,640.08,True,509.55912,283.08840000000004,18.74981818181818,323.88851515151515,0.0,True
179611304,Petitfee Cacao Energizing Hydrogel Eye Patch,Тонизирующие патчи для глаз гидрогелевые с какао,Патчи,Petitfee,27,20,165,0.0,0.0,0.0,7,415.46,31.0,440.5041935483871,13655.63,Красота,1654.256,855.6496551724138,True,266.16540000000003,147.8696666666667,53.36309677419355,387.14109677419356,0.0,True
179611318,Petitfee Chamomile Lightening Hydrogel Eye Mask,Гидрогелевые патчи для глаз от отеков и морщин,Патчи,Petitfee,46,39,107,0.0,0.0,0.0,10,415.46,92.0,435.783152173913,40092.05,Красота,1185.707,613.2967241379312,True,789.38352,438.5464,12.888119565217393,422.8950326086956,0.0,True
180711041,Petitfee EGF,Антивозрастные гидрогелевые патчи с золотом и EGF,Патчи,Petitfee,10,7,74,0.0,0.0,0.0,6,385.05,19.0,465.3136842105263,8840.96,Красота,697.653,360.855,True,163.2441,90.69116666666667,36.71857894736842,428.59510526315785,0.0,True
180711104,Petitfee GOLD,Гидрогелевые патчи для глаз с золотом,Патчи,Petitfee,35,28,33,0.0,0.0,0.0,6,415.46,75.0,431.7674666666666,32382.56,Красота,420.304,217.3986206896552,True,642.97812,357.2100666666667,5.604053333333333,426.16341333333327,0.0,True
180852722,Коврик массажный фиолетовый v1,Аппликатор Кузнецова ортопедический коврик массажный,Аппликаторы Кузнецова,Аппликатор Кузнецова,0,0,0,0.0,0.0,0.0,2,,,,,,,,,,,0.0,,,False
180852804,Скалер белый v1,Скалер для чистки и отбеливания зубов,Скалеры,FETLAR,14,11,89,0.0,0.0,0.0,6,760.0,15.0,381.4653333333333,5721.98,Бытовая техника,1128.1070625,583.5036530172414,False,161.64,89.80000000000001,75.2071375,306.25819583333333,0.0,True
180852837,Триммер черный v1,Универсальный триммер для бороды и волос с насадками,Триммеры,Триммер для бороды,7,6,25,0.0,0.0,0.0,6,,11.0,,,Техника для красоты и здоровья,989.551728,511.8371006896552,False,120.82464,67.12480000000001,89.959248,,,False
180987509,Petitfee Pink Vita Brightening Eye Mask,Тканевые патчи под глаза от темных кругов,Патчи,Petitfee,24,21,29,0.0,0.0,0.0,8,486.69,36.0,469.0963888888888,16887.469999999998,Красота,275.658,142.58172413793102,True,343.44000000000005,190.80000000000004,7.657166666666667,461.4392222222221,0.0,True
180988755,Petitfee B-Glucan Deep Firming Eye Mask,Тканевые патчи для глаз и век увлажняющие,Патчи,Petitfee,35,27,100,0.0,0.0,0.0,10,486.69,87.0,414.1249425287356,36028.869999999995,Красота,1014.1525,524.5616379310345,True,797.094,442.83,11.656925287356323,402.46801724137924,0.0,True
180992464,PETITFEE Aura Quartz Hydrogel Eye Mask Pure Opal,Охлаждающие гидрогелевые патчи для области вокруг глаз,Патчи,Petitfee,31,24,38,0.0,0.0,0.0,9,591.29,35.0,520.3628571428571,18212.7,Красота,302.2635,156.34318965517244,True,386.82804,214.90446666666668,8.6361,511.72675714285714,0.0,True
182111724,Триммер Золотой,"Триммер для бритья, для бороды и волос",Фены,Фен для волос,0,0,0,0.0,0.0,0.0,3,,,,,,,,,,,0.0,,,False
182994855,Liquid10,Маска для волос профессиональная прикорневой объем 10 стиков,Маски косметические,MASIL,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
182996309,Liquid5,Маска для волос профессиональная прикорневой объем 5 стиков,Маски косметические,MASIL,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
183001649,Liquid20,Маска для волос профессиональная прикорневой объем 20 стиков,Маски косметические,MASIL,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
183030830,HairSet/350/8*2,Masil набор для волос,Маски косметические,MASIL,15,13,12,0.0,0.0,0.0,5,,21.0,,,Красота,483.419904,250.04477793103445,True,183.96,102.2,23.019995428571427,,,False
183127934,SuperMild10,Корейская маска для ослабленных волос 10 стиков,Маски косметические,MASIL,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
