nm,Артикул продавца,Название,Предмет,Бренд,ordered_units,bought_units,current_stock,missed_buyouts_raw_sum,missed_buyouts_dedup,missed_buyouts_amount_dedup,deficit_warehouse_rows,cost,net_units,profit_per_unit_after_cogs_before_storage_ads,profit_after_cogs_before_storage_ads,Категория,Хранение_период,Хранение_месяц30,Косметика,Переплата_ИРП_период,Переплата_ИРП_месяц,storage_per_sold_unit,profit_per_unit_after_storage_before_ads,missed_profit_dedup,known_positive_economy
240311751,Робот мойщик окон sBot w250,Робот мойщик окон с распылением мощный,Роботы-стеклоочистители,SKL TECH,109,85,56,0.0,0.0,0.0,20,2988.586437908497,292.0,625.0983908586264,182528.7301307189,Бытовая техника,5794.430877108,2997.119419193793,False,9951.62394,5528.679966666667,19.8439413599589,605.2544494986676,0.0,True
247275092,THE ORDINARY - Glycolic Acid 7% Toning Solution[KOR] [240ml],Кислотный тоник для лица от прыщей Glycolic Acid 7%,Тоники,The ordinary,8,5,39,0.0,0.0,0.0,8,845.49,11.0,808.718181818182,8895.900000000001,Красота,384.8195,199.04456896551727,True,178.46874,99.1493,34.98359090909091,773.734590909091,0.0,True
248928046,SOME BY MI - AHA-BHA-PHA 30 Days Miracle Cleansing Bar [106g],Корейское мыло для лица от прыщей,Мыло косметическое,Some by mi,3,1,42,0.0,0.0,0.0,5,549.71,1.0,297.7099999999999,297.7099999999999,Красота,364.336,188.4496551724138,True,9.498,5.276666666666666,364.336,-66.62600000000009,-0.0,False
248928555,SOME BY MI - AHA-BHA-PHA 30 Days Miracle Acne Clear Body Cleanser [400g],Гель для душа против прыщей,Скрабы,Some by mi,0,0,0,0.0,0.0,0.0,2,984.2,1.0,361.19000000000005,361.19000000000005,Красота,1.267728,0.6557213793103449,True,16.2,9.0,1.267728,359.9222720000001,0.0,True
248929125,SOME BY MI - AHA-BHA-PHA 30 Days Miracle Cream [60g],Крем для лица от прыщей для проблемной кожи,Кремы,Some by mi,8,6,45,0.0,0.0,0.0,7,1057.2,12.0,796.4174999999999,9557.009999999998,Красота,509.114,263.3348275862069,True,213.696,118.72,42.42616666666667,753.9913333333333,0.0,True
255574453,JIGOTT - MASK 15,Увлажняющие тканевые маски для лица Корея 15 штук,Маски тканевые косметические,Jigott,11,10,236,0.0,0.0,0.0,5,334.05,28.0,372.8921428571429,10440.98,Красота,2599.4122,1344.523551724138,True,213.48042,118.60023333333336,92.83615,280.0559928571429,0.0,True
307073881,ETUDE Baking Powder BB Deep Cleansing Foam 160 мл N,Очищающая пенка для снятия макияжа Baking Powder 160ml,Скрабы,Etude house,3,3,0,0.0,0.0,0.0,13,292.89,122.0,348.6341803278688,42533.369999999995,Красота,56.128,29.031724137931032,True,812.8437,451.57983333333334,0.4600655737704918,348.17411475409835,0.0,True
315688951,Триммер Золото,Триммер для бритья бороды мужской,Триммеры,Триммер для бороды,1,0,14,0.0,0.0,0.0,7,,2.0,,,Техника для красоты и здоровья,61.2192,31.66510344827586,False,9.996,5.553333333333334,30.6096,,,False
333259566,JMSOLUTION - Mask Pack Black [8pcs],Маски для лица тканевые,Маски тканевые косметические,JMSolution,0,0,0,0.0,0.0,0.0,1,,1.0,,,,,,True,3.79134,2.1063,0.0,,,False
333318356,ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2,Солнцезащитный крем для лица спф 50,Кремы,ENOUGH,479,366,441,0.0,0.0,0.0,21,,552.0,,,Красота,8014.468,4145.414482758621,True,1745.71704,969.8428,14.518963768115942,,,False
333319980,ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N3,Солнцезащитный крем для лица spf 50,Кремы,ENOUGH,0,0,0,0.0,0.0,0.0,2,,,,,,,,,,,0.0,,,False
340752919,PETITFEE Black Pearl & Gold Hydrogel Eye Patch/Gold Hydrogel Eye Patch,Патчи для глаз Корея комплект,Патчи,Petitfee,5,2,37,0.0,0.0,0.0,6,,10.0,,,Красота,359.858,186.1334482758621,True,24.06,13.366666666666667,35.9858,,,False
419630142,FARMSTAY ESCARGOT NOBLESSE INTENSIVE AMPOULE,Сыворотка для лица увлажняющая c муцыном улитки,Сыворотки,Farm Stay,176,141,212,0.0,0.0,0.0,18,390.46,364.0,260.1683241758241,94701.27,Красота,2237.264,1157.2055172413793,True,2449.38936,1360.7718666666667,6.146329670329671,254.02199450549446,0.0,True
437154709,ROUND LAB 1025 DOKDO CLEANSER_150ml,Увлажняющая пенка для умывания лица Корея,Пенки,round lab,1490,911,174,0.0,0.0,0.0,61,463.19,1928.0,425.0392686721992,819475.7100000001,Красота,8061.031053,4169.498820517241,True,18220.75164,10122.6398,4.1810327038381745,420.85823596836104,0.0,True
437190353,ROUND LAB BIRCH JUICE MOISTURIZING CREAM_80ml,Увлажняющий крем для лица с берёзовым соком Корея,Кремы,round lab,64,35,182,0.0,0.0,0.0,8,1093.2,35.0,448.40828571428574,15694.29,Красота,1877.232,970.9820689655172,True,525.5517600000001,291.9732,53.6352,394.77308571428574,0.0,True
437203627,ROUND LAB BIRCH JUICE MOISTURIZING CLEANSER_150ml,Гель для умывания лица увлажняющий Корея,Пенки,round lab,0,0,0,0.0,0.0,0.0,1,512.44,2.0,545.44,1090.88,Красота,0.09856,0.0509793103448275,True,21.642000000000003,12.023333333333335,0.04928,545.3907200000001,0.0,True
437231408,ROUND LAB BIRCH JUICE MOISTURIZING SUNSCREEN_50ml,Солнцезащитный крем spf 50 для лица с спф,Кремы,round lab,0,0,0,0.0,0.0,0.0,10,853.87,17.0,239.32058823529417,4068.4500000000007,Красота,0.279,0.1443103448275862,True,187.15872,103.97706666666666,0.016411764705882355,239.3041764705883,0.0,True
437242640,ROUND LAB MUGWORT CALMING CLEANSER_150ml,Очищающая пенка для умывания лица от прыщей и акне Корея,Пенки,round lab,156,74,49,0.0,0.0,0.0,16,512.32,115.0,379.3926956521739,43630.16,Красота,896.1,463.5,True,1039.71954,577.6219666666667,7.792173913043478,371.60052173913044,0.0,True
437248870,ROUND LAB MUGWORT CALMING SOOTHING GEL_150ml,Увлажняющий крем гель для лица и тела от воспалений Корея,Кремы,round lab,0,0,0,0.0,0.0,0.0,1,622.16,1.0,272.2800000000001,272.2800000000001,Красота,0.32,0.1655172413793103,True,9.006,5.003333333333334,0.32,271.9600000000001,0.0,True
437254254,ROUND LAB SOYBEAN PANTHENOL CREAM_80ml,Крем для лица с чёрной соей и пантенолом успокаивающий Корея,Кремы,round lab,66,41,130,0.0,0.0,0.0,11,1161.41,36.0,356.73055555555544,12842.299999999996,Красота,1064.42,550.5620689655173,True,529.19808,293.99893333333335,29.567222222222224,327.16333333333324,0.0,True
437776835,ROUND LAB PINE CALMING CICA AMPOULE_30ml,Сыворотка для жирной кожи лица увлажняющая с центеллой,Сыворотки,round lab,21,14,101,0.0,0.0,0.0,11,819.72,42.0,565.3445238095238,23744.47,Красота,710.8675000000001,367.6900862068966,True,570.1413,316.7451666666667,16.925416666666667,548.4191071428571,0.0,True
437797551,ROUND LAB VITA NIACINAMIDE DARK SPOT SERUM 30ml,Сыворотка для лица c витамином С и ниацинамидом,Сыворотки,round lab,24,13,168,0.0,0.0,0.0,9,956.62,30.0,443.56633333333326,13306.989999999998,Красота,1589.24,822.0206896551724,True,412.70868,229.28260000000003,52.974666666666664,390.5916666666666,0.0,True
437845041,ROUND LAB VITA NIACINAMIDE DARK SPOT CREAM 50ml,Крем для лица с ниацинамидом от чёрных точек Корея,Кремы,round lab,69,65,0,331.20000000000005,27.6,65845.16,12,1024.65,137.0,437.5727737226275,59947.46999999997,Красота,503.9455,260.66146551724137,True,1960.49712,1089.1650666666667,3.678434306569343,433.8943394160582,11975.483767883206,True
437850261,ROUND LAB SOYBEAN CLEANSING OIL_200ml,Гидрофильное масло для лица для умывания Корея,Гидрофильные масла,round lab,20,12,43,0.0,0.0,0.0,9,,26.0,,,Красота,537.109188,277.8150972413793,True,330.672,183.70666666666668,20.65804569230769,,,False
551387355,CELIMAX THE VITA-A RETINAL SHOT TIGHTENING BOOSTER [15ml],Крем-Бустер для лица с микроиглами и ретинолом,Кремы,Celimax,19,12,592,0.0,0.0,0.0,11,492.13,39.0,676.6066666666668,26387.660000000003,Красота,5267.12,2724.3724137931035,True,445.36512,247.42506666666668,135.05435897435896,541.5523076923079,0.0,True
551392965,CELIMAX DUAL BARRIER SKIN WEARABLE CREAM [50ml],Крем для восстановления барьера лица,Кремы,Celimax,12,10,169,0.0,0.0,0.0,7,864.11,12.0,660.5083333333332,7926.0999999999985,Красота,1672.036,864.8462068965517,True,177.55895999999998,98.64386666666668,139.33633333333333,521.1719999999999,0.0,True
551447345,CELIMAX PORE+DARK SPOT BRIGHTENING CREAM [35ml],Отбеливающий крем для выравнивания тона и микрорельефа,Кремы,Celimax,8,5,195,0.0,0.0,0.0,10,623.43,10.0,922.379,9223.79,Красота,1842.136,952.8289655172414,True,150.72552000000002,83.73640000000002,184.21359999999999,738.1654000000001,0.0,True
551465879,CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml],Лифтинг-сыворотка для лица с микроиглами и ретинолом,Сыворотки,Celimax,547,371,408,0.0,0.0,0.0,33,525.94,780.0,698.2638717948718,544645.82,Красота,5565.197,2878.550172413793,True,9395.6925,5219.829166666666,7.1348679487179485,691.1290038461539,0.0,True
551472457,CELIMAX THE REAL NONI ENERGY AMPOULE_30ML (NEW) [30ml],Сыворотка для лица с экстрактом нони,Сыворотки,Celimax,23,8,148,0.0,0.0,0.0,8,763.83,5.0,402.38200000000006,2011.9100000000003,Красота,1542.1029999999998,797.6394827586206,True,56.67,31.483333333333334,308.4206,93.96140000000008,0.0,True
551482493,CELIMAX PORE+DARK SPOT BRIGHTENING SERUM_30ml [30ml],Сыворотка для лица отбеливающая,Сыворотки,Celimax,7,5,116,0.0,0.0,0.0,8,687.58,8.0,762.23625,6097.89,Красота,1151.736,595.7255172413793,True,111.408,61.89333333333334,143.967,618.26925,0.0,True
551490295,CELIMAX PORE+DARK SPOT BRIGHTENING SERUM_10ml [10ml],Сыворотка для лица осветляющая,Сыворотки,Celimax,5,2,121,0.0,0.0,0.0,11,272.44,11.0,58.78090909090906,646.5899999999997,Красота,1233.568,638.0524137931035,True,41.976000000000006,23.320000000000004,112.14254545454546,-53.36163636363639,-0.0,False
551518955,CELIMAX THE REAL NONI MOISTURE BALANCING TONER (NEW) [150ml],Увлажняющий тонер для лица с экстрактом нони,Тоники,Celimax,4,2,65,0.0,0.0,0.0,6,719.58,5.0,715.3140000000001,3576.57,Красота,596.8815,308.7318103448276,True,69.642,38.69,119.37629999999999,595.9377000000001,0.0,True
551540924,CELIMAX PORE+DARK SPOT BRIGHTENING PAD [100ml / 40pads],Отбеливающие тонер пэды для лица,Пэды косметические,Celimax,5,4,0,15.260000000000002,1.09,2012.93,14,556.18,71.0,576.1764788732394,40908.53,Красота,88.348,45.69724137931035,True,788.10702,437.83723333333336,1.2443380281690142,574.9321408450703,626.6760335211267,True
551607905,CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads],Успокаивающие тонер пэды для лица с кислотами,Пэды косметические,Celimax,130,109,0,166.35,11.09,20185.38,15,707.88,259.0,444.85722007722006,115218.02,Красота,572.456,296.09793103448277,True,2979.48864,1655.2714666666668,2.2102548262548263,442.64696525096525,4908.954844633205,True
551616449,CELIMAX THE REAL NONI STARTER KIT (NEW) [30ml+10ml+10ml],Увлажняющий набор уходовых средств для лица,Косметические наборы для ухода,Celimax,8,7,18,0.0,0.0,0.0,4,634.34,11.0,658.3827272727273,7242.21,Красота,260.408224,134.69390896551727,True,143.808,79.89333333333333,23.67347490909091,634.7092523636363,0.0,True
555204573,dm7dm3-45,Дед Мороз под елку 45 см,Фигурки и статуэтки,Дед Мороз Фигурка,0,0,0,0.0,0.0,0.0,3,452.43,2.0,-18.185,-36.370000000000005,Декор интерьера,26.393724,13.651926206896553,False,17.490000000000002,9.716666666666669,13.196862,-31.381861999999998,-0.0,False
555213580,dm7dm5-50,Дед Мороз под елку 50 см,Фигурки и статуэтки,Дед Мороз Фигурка,1,1,0,1.22,0.61,903.87,2,506.68,1.0,-14.480000000000018,-14.480000000000018,Декор интерьера,73.36647359999999,37.948176,False,8.928,4.960000000000001,73.36647359999999,-87.84647360000001,-53.586348896000004,False
608624295,DEOPROCE SHAMPOO - BLACK GARLIC[600ml] с колпачком,Шампунь для волос женский c черным,Шампуни,DEOPROCE,29,22,98,0.0,0.0,0.0,8,314.85,46.0,321.2404347826087,14777.06,Красота,1563.192348882,808.5477666631035,True,315.7611,175.42283333333333,33.982442367,287.2579924156087,0.0,True
608837066,DEOPROCE SHAMPOO - BLACK GARLIC[600ml] без колпачка,Шампунь для волос женский c черным чесноком,Шампуни,DEOPROCE,39,27,44,0.0,0.0,0.0,9,269.87,68.0,296.51367647058817,20162.929999999997,Красота,812.3702902800001,420.1915294551725,True,428.39478,237.9971,11.946621915882353,284.5670545547058,0.0,True
608841921,DEOPROCE SHAMPOO - BLACK GARLIC[200ml],Шампунь для волос женский c черным чесноком,Шампуни,DEOPROCE,45,37,93,0.0,0.0,0.0,11,151.13,96.0,268.3882291666667,25765.27,Красота,636.3485000000001,329.145775862069,True,412.16052,228.97806666666668,6.628630208333334,261.75959895833336,0.0,True
611717011,ENOUGH Collagen whitening cover tip concealer #01,"Консилер для лица плотный 01, корректор светлый",Корректоры,ENOUGH,2,1,0,113.58,18.93,16064.29,6,183.24,11.0,296.25909090909084,3258.8499999999995,Красота,16.456,8.511724137931035,True,55.968,31.093333333333337,1.496,294.76309090909086,5579.86531090909,True
611744611,ENOUGH Collagen whitening cover tip concealer #02,"Консилер для лица плотный 02, корректор светлый",Корректоры,ENOUGH,9,4,12,0.0,0.0,0.0,6,183.24,8.0,355.81375,2846.51,Красота,141.892,73.39241379310346,True,45.794340000000005,25.441300000000005,17.7365,338.07725000000005,0.0,True
611745490,ENOUGH Collagen whitening cover tip concealer #03,Консилер для лица плотный 03,Корректоры,ENOUGH,1,0,23,0.0,0.0,0.0,4,183.24,3.0,319.8066666666667,959.42,Красота,180.592,93.4096551724138,True,17.172,9.54,60.19733333333334,259.6093333333333,0.0,True
611747838,Collagen_Enough_Moisture_Foundation_23,Увлажняющий тональный крем для лица тон 23,Тональные кремы,ENOUGH,21,15,112,0.0,0.0,0.0,11,242.88,27.0,325.05407407407404,8776.46,Красота,1045.192,540.6165517241379,True,162.14622,90.08123333333334,38.71081481481482,286.34325925925924,0.0,True
663654300,videokamera4gneww,Камера видеонаблюдения уличная от сим карты 4G,Камеры видеонаблюдения,Камера видеонаблюдения IP Wi-Fi,3,2,69,0.0,0.0,0.0,7,,2.0,,,Умный дом и безопасность,2724.618585024,1409.2854750124138,False,65.268,36.260000000000005,1362.309292512,,,False
868516027,Celimax Dual Barrier Creamy Toner,Кремовый тонер с молочной текстурой Dual Barrier,Тоники,Celimax,4951,3718,139,0.0,0.0,0.0,88,663.86,5378.0,380.28858311640016,2045192.0,Красота,4531.983265964,2344.1292754986207,True,58125.4605,32291.9225,0.8426893391528448,379.4458937772473,0.0,True
868575374,MANYO BIFIDA COMPLEX AMPOULE GEL CLEANSER [400ml],Гель пенка для умывания Bifida Complex Ampoule Gel Cleanser,Пенки,manyo,111,79,169,0.0,0.0,0.0,13,739.91,76.0,1064.0630263157896,80868.79000000001,Красота,944.76967424,488.67396943448273,True,1368.0,760.0,12.431179924210525,1051.631846391579,0.0,True
868700077,MANYO BIFIDA INFUSION SHOT AMPOULE 1DX [50ml],Сыворотка с микроиглами 1Dx для интенсивного ухода,Сыворотки,manyo,58,46,100,0.0,0.0,0.0,12,996.75,77.0,1527.798961038961,117640.52,Красота,432.704,223.81241379310347,True,1870.29,1039.05,5.619532467532467,1522.1794285714284,0.0,True
868761530,LANEIGE LIP SLEEPING MASK-BERRY [3g],Бальзам маска для губ Lip Sleeping Mask Berry,Бальзамы,LANEIGE,156,106,75,0.0,0.0,0.0,19,130.86,154.0,237.51149350649348,36576.77,Красота,428.924,221.85724137931032,True,595.86132,331.03406666666666,2.7852207792207793,234.72627272727271,0.0,True
