JMSOLUTION;;;;;;;;
NO;IMAGE;NAME (KOR);NAME (ENG);BARCODE; VOL ;1 BOX; RETAIL PRICE ; SUPPLY PRICE 
393;;제이엠솔루션 라이프 프라임 골드 리브레 바디 워시;JMSOLUTION LIFE PRIME GOLD LIBRE BODY WASH;JFDW-PG03KK01; 500ml ;20; ₩9 900 ; ₩2 750 
394;;제이엠솔루션 라이프 진저 우드 바디 로션_500ML;JMSOLUTION LIFE GINGER WOOD BODY LOTION;JFDL-GG01KK03; 500ml ;20; ₩10 900 ; ₩2 970 
395;;제이엠솔루션 라이프 마린 코튼 바디 로션_500ML;JMSOLUTION LIFE MARINE COTTON BODY LOTION ;JFDL-ML01KK03; 500ml ;20; ₩10 900 ; ₩2 970 
396;;제이엠솔루션 라이프 허니 가드니아 바디 로션_500ML;JMSOLUTION LIFE HONEY GARDENIA BODY LOTION;JFDL-HL01KK03; 500ml ;20; ₩10 900 ; ₩2 970 
397;;제이엠솔루션 라이프 베라 바이올렛 바디 로션_500ML;JMSOLUTION LIFE VERA VIOLET BODY LOTION;JFDL-LC01KK03; 500ml ;20; ₩10 900 ; ₩2 970 
398;;제이엠솔루션 라이프 프라임 골드 리브레 바디 로션_500ML;JMSOLUTION LIFE PRIME GOLD LIBRE BODY LOTION;JFDL-PG01KK03; 500ml ;20; ₩10 900 ; ₩2 970 
399;;제이엠솔루션 라이프 진저 우드 클렌징 폼_300ML;JMSOLUTION LIFE GINGER WOOD CLEANSING FOAM;JFCF-GG02KK01; 300ml ;20; ₩18 000 ; ₩4 971 
400;;제이엠솔루션 라이프 마린 코튼 클렌징 폼_300ML;JMSOLUTION LIFE MARINE COTTON CLEANSING FOAM;JFCF-ML02KK01; 300ml ;20; ₩18 000 ; ₩4 971 
401;;제이엠솔루션 라이프 허니 가드니아 클렌징 폼_300ML;JMSOLUTION LIFE HONEY GARDENIA CLEANSING FOAM;JFCF-HL02KK01; 300ml ;20; ₩18 000 ; ₩4 971 
402;;제이엠솔루션 라이프 베라 바이올렛 클렌징 폼_300ML;JMSOLUTION LIFE VERA VIOLET CLEANSING FOAM;JFCF-LC02KK01; 300ml ;20; ₩18 000 ; ₩4 971 
403;;제이엠솔루션 라이프 프라임 골드 리브레 클렌징 젤_300ML;JMSOLUTION LIFE PRIME GOLD LIBRE CLEANSING GEL;JFCF-PG02KK01; 300ml ;20; ₩18 000 ; ₩4 971 
