FARMSTAY;;;;;;;;
NO;IMAGE;BARCODE;NAME (KOR);NAME (ENG);VOL;1 BOX; RETAIL PRICE ;SUPPLY PRICE
301;;8809035142516 ;팜스테이 타마누 오일 마일드 샴푸 히비스커스;FARMSTAY TAMANU OIL MILD SHAMPOO HIBISCUS;300ml;40; ₩15 000 ; ₩4 290 
302;;8809035142509 ;팜스테이 타마누 오일 마일드 샴푸 아보카도;FARMSTAY TAMANU OIL MILD SHAMPOO AVOCADO;300ml;40; ₩15 000 ; ₩4 290 
303;;8800260030135 ;팜스테이 시트러스 유자 바이탈라이징 클렌징 오일;FARMSTAY CITRUS YUJA VITALIZING CLEANSING OIL;200ml;50; ₩18 000 ; ₩7 436 
304;;8800260030302 ;팜스테이 블랙 스네일 & 펩타이드9 퍼펙트 파운데이션 21호;FARMSTAY BLACK SNAIL & PEPTIDE9 PERFECT FOUNDATION CUSHION 21;15g;120; ₩22 000 ; ₩6 292 
305;;8800260030319 ;팜스테이 블랙 스네일 & 펩타이드9 퍼펙트 파운데이션 23호;FARMSTAY BLACK SNAIL & PEPTIDE9 PERFECT FOUNDATION CUSHION 23;15g;120; ₩22 000 ; ₩6 292 
306;;8809833880085 ;팜스테이 블랙 스네일 & 펩타이드9 퍼펙트 파운데이션 25호;FARMSTAY BLACK SNAIL & PEPTIDE9 PERFECT FOUNDATION CUSHION 25 ;15g;120; ₩22 000 ; ₩6 292 
307;;8800260030043 ;팜스테이 아하 래디언스 폼 클렌저;FARMSTAY AHA RADIANCE FOAM CLEANSER;150ml;60; ₩15 000 ; ₩3 003 
308;;8800260030067 ;팜스테이 바하 퓨리파잉 폼 클렌저;FARMSTAY BHA PURIFYING FOAM CLEANSER;150ml;60; ₩15 000 ; ₩3 003 
309;;8800260030081 ;팜스테이 파하 클래리파잉 폼 클렌저;FARMSTAY PHA CLARIFYING FOAM CLEANSER;150ml;60; ₩15 000 ; ₩3 003 
310;;8809809804695 ;팜스테이 리얼 허니 프로폴리스 크림;FARMSTAY REAL HONEY PROPOLIS CREAM;50ml;50; ₩20 000 ; ₩3 575 
311;;8809809804701 ;팜스테이 리얼 허니 프로폴리스 토너;FARMSTAY REAL HONEY PROPOLIS TONER;120ml;50; ₩20 000 ; ₩3 575 
312;;8809809804718 ;팜스테이 리얼 허니 프로폴리스 에센스;FARMSTAY REAL HONEY PROPOLIS ESSENCE;100ml;50; ₩20 000 ; ₩3 575 
313;;8800260030463 ;팜스테이 진생 앤 나이아신아마이드 세럼;FARMSTAY JINSHENG & NIACINAMIDE SERUM;35ml;100; ₩26 000 ; ₩5 148 
314;;8800260030470 ;팜스테이 진생 앤 나이아신아마이드 토너;FARMSTAY JINSHENG & NIACINAMIDE TONER;150ml;40; ₩23 000 ; ₩5 148 
315;;8800260030487 ;팜스테이 진생 앤 나이아신아마이드 에멀전;FARMSTAY JINSHENG & NIACINAMIDE EMULSION;120ml;60; ₩23 000 ; ₩5 148 
316;;8800260030456 ;팜스테이 진생 앤 나이아신아마이드 크림;FARMSTAY JINSHENG & NIACINAMIDE CREAM;55ml;60; ₩26 000 ; ₩5 148 
317;;8800260030630 ;팜스테이 진생 앤 나이아신아마이드 프리미엄 롤링 아이 세럼;FARMSTAY GINSENG & NIACINAMIDE PREMIUM ROLLING EYE SERUM;25ml;100; ₩20 000 ; ₩3 432 
318;;8800260030623 ;팜스테이 진생 앤 나이아신아마이드 딥 클렌징 폼;FARMSTAY GINSENG & NIACINAMIDE DEEP CLEANSING FOAM;180ml;100; ₩18 000 ; ₩3 718 
319;;8800260031019 ;팜스테이 진생 앤 나이아신아마이드 클렌징 오일;FARMSTAY GINSENG & NIACINAMIDE CLEANSING OIL;300ml;40; ₩28 000 ; ₩7 579 
320;;8800260030098 ;팜스테이 머그워트 앤 세러마이드 토너 ;FARMSTAY MUGWORT & CERAMIDE TONER;150ml;40; ₩22 000 ; ₩4 290 
321;;8800260030104 ;팜스테이 머그워트 앤 세러마이드 에멀전;FARMSTAY MUGWORT & CERAMIDE EMULSION;120ml;60; ₩22 000 ; ₩4 290 
322;;8800260030128 ;팜스테이 머그워트 앤 세러마이드 크림;FARMSTAY MUGWORT & CERAMIDE CREAM;55ml;60; ₩25 000 ; ₩4 290 
323;;8800260030111 ;팜스테이 머그워트 앤 세러마이드 세럼;FARMSTAY MUGWORT & CERAMIDE SERUM;35ml;100; ₩25 000 ; ₩4 290 
324;;8800260030913 ;팜스테이 블랙스네일 앤 펩타이드9 퍼펙트 페이셜 앤 넥 놀러세럼;FARMSTAY BLACK SNAIL & PEPTIDE9 PERFECT FACIAL & NECK ROLLER SERUM;100ml;50; ₩25 000 ; ₩6 578 
325;;8800260030975 ;팜스테이 글로우 핑크 톤 업 쿠션;FARMSTAY GLOW PINK TONE UP CUSHION;15g;120; ₩22 000 ; ₩6 006 
326;;8800260030982 ;팜스테이 브라이트닝 퍼플 톤 업 쿠션;FARMSTAY BRIGHTENING PURPLE TONE UP CUSHION;15g;120; ₩22 000 ; ₩6 006 
327;;8800260030999 ;팜스테이 레이디언트 그린 톤 업 쿠션;FARMSTAY RADIANT GREEN TONE UP CUSHION;15g;120; ₩22 000 ; ₩6 006 
328;;8800260030715 ;팜스테이 히아루론산 앤 체리블라썸 토너;FARMSTAY HYALURONIC ACID & CHERRY BLOSSOM TONER;150ml;40; ₩22 000 ; ₩4 290 
329;;8800260030708 ;팜스테이 히아루론산 앤 체리블라썸 에멀젼;FARMSTAY HYALURONIC ACID & CHERRY BLOSSOM EMULSION;120ml;60; ₩22 000 ; ₩4 290 
330;;8800260030692 ;팜스테이 히아루론산 앤 체리블라썸 크림;FARMSTAY HYALURONIC ACID & CHERRY BLOSSOM CREAM;55ml;60; ₩25 000 ; ₩4 290 
331;;8800260030685 ;팜스테이 히아루론산 앤 체리블라썸 세럼;FARMSTAY HYALURONIC ACID & CHERRY BLOSSOM SERUM;35ml;100; ₩25 000 ; ₩4 290 
332;;8800260030920 ;팜스테이 라이스 앤 펩타이드 모이스처 토너 패드;FARMSTAY RICE & PEPTIDE MOISTURE TONER PAD;"140ml
(70매)";50; ₩25 000 ; ₩6 941 
333;;8800260030937 ;팜스테이 비타민 앤 레티놀 글로잉 토너 패드;FARMSTAY VITAMIN & RETINOL GLOWING TONER PAD;"140ml
(70매)";50; ₩25 000 ; ₩6 941 
334;;8800260030821 ;팜스테이 블랙스네일 펩타이드 & 라이스 마스크 시트 듀오 세트;FARMSTAY BLACK SNAIL PEPTIDE & RICE CREAM MASK SHEET DUO SET;23ml*12;20; ₩22 000 ; ₩4 576 
335;;8800260030760 ;팜스테이 센텔라 카밍 앤 모이스처라이징 바디 미스트;FARMSTAY CENTELLA CALMING & MOISTURIZING BODY MIST;150ml;50; ₩18 000 ; ₩4 290 
336;;8800260030838 ;팜스테이 파머스 라이스 클렌징 폼;FARMSTAY FARMERS RICE CLEANSING FOAM;180ml;60; ₩18 000 ; ₩3 146 
337;;8800260030845 ;팜스테이 파머스 머그워트 클렌징 폼;FARMSTAY FARMERS MUGWORT CLEANSING FOAM;180ml;60; ₩18 000 ; ₩3 146 
338;;8800260030784 ;팜스테이 블러 핏 쿠션 21호 (라이트베이지);FARMSTAY BLUR FIT CUSHION No.21 (LIGHT BEIGE);15g;120; ₩24 000 ; ₩5 863 
339;;8800260030791 ;팜스테이 블러 핏 쿠션 23호 (네츄럴베이지);FARMSTAY BLUR FIT CUSHION No.23 (NATURAL BEIGE);15g;120; ₩24 000 ; ₩5 863 
340;;8800260030586 ;팜스테이 글레이셔 워터 미스트;FARMSTAY GLACIER WATER MIST;250ml;50; ₩22 000 ; ₩10 010 
341;;8800260030593 ;팜스테이 미네랄 워터 미스트;FARMSTAY MINERAL WATER MIST;250ml;50; ₩22 000 ; ₩10 010 
342;;8800260030876 ;팜스테이 라벤더 에센스 톤업 선크림;FARMSTAY LAVENDER ESSENCE TONE-UP SUN CREAM;60g;50; ₩28 000 ; ₩5 577 
343;;8800260030883 ;팜스테이 히아루론산 물톡스 톤업 선크림;FARMSTAY HYALURONIC ACID WATER TOX TONE-UP SUN CREAM;60g;50; ₩28 000 ; ₩5 577 
344;;8800260030951 ;팜스테이 타마누 오일 마일드 컨디셔너 아보카도;FARMSTAY TAMANU OIL CONDITIONER AVOCADO;300ml;40; ₩15 000 ; ₩4 290 
345;;8800260030944 ;팜스테이 타마누 오일 마일드 컨디셔너 히비스커스;FARMSTAY TAMANU OIL CONDITIONER HIBISCUS;300ml;40; ₩15 000 ; ₩4 290 
346;;8800260031330 ;팜스테이 바쿠치올 & 하이드로 엑스트라 퍼밍 크림;FARMSTAY BAKUCHIOL & HYDRO EXTRA FIRMING CREAM;100ml;50; ₩30 000 ; ₩5 577 
347;;8800260031347 ;팜스테이 비타민씨 & 비피다 에너지 토닝 크림;FARMSTAY VITAMIN C & BIFIDA ENERGY TONING CREAM;100ml;50; ₩30 000 ; ₩5 577 
348;;8800260031286 ;팜스테이 라이스 앤 히아루론산 랩핑 마스크;FARMSTAY RICE & HYALURONIC ACID WRAPPING MASK;150ml;50; ₩30 000 ; ₩6 864 
349;;8800260031293 ;팜스테이 진생 앤 콜라겐 랩핑 마스크;FARMSTAY GINSENG & COLLAGEN WRAPPING MASK;150ml;50; ₩30 000 ; ₩6 864 
350;;8800260031262 ;팜스테이 라이스 앤 비피다 그라인딩 클렌징 밤;FARMSTAY RICE & BIFIDA GRINDING CLEANSING BALM;50ml;50; ₩24 000 ; ₩8 294 
351;;8800260031279 ;팜스테이 진생 앤 나이아신아마이드 그라인딩 클렌징 밤;FARMSTAY GINSENG & NIACINAMIDE GRINDING CLEANSING BALM;50ml;50; ₩24 000 ; ₩8 294 
352;;8800260031552 ;팜스테이 올데이 글래스 스킨 메이크업 픽서;FARMSTAY ALL DAY GLASS SKIN MAKE UP FIXER;120ml;60; ₩20 000 ; ₩5 148 
353;;880026031071 ;팜스테이 골드 콜라겐 너리싱 듀얼 볼륨 & 롱 마스카라 9g+6g;FARMSTAY GOLD COLLAGEN NOURISHING DUAL VOLUME & LONG MASCARA 9g + 6g;9g + 6g;300; ₩22 000 ; ₩4 004 
354;;8800260031484 ;팜스테이 롤링 아이세럼 듀오 세트 (레티놀 + 비타민);FARMSTAY ROLLING EYE SERUM DUO SET (RETINOL + VITAMIN);25ml+25ml;80; ₩38 000 ; ₩5 720 
355;;8800260032184 ;팜스테이 퍼밍 레디언스 콜라겐 하이드로겔 마스크;FARMSTAY FIRMING RADIANCE COLLAGEN HYDROGEL MASK;34g*5EA;20; ₩25 000 ; ₩8 866 
356;;8800260032191 ;팜스테이 리얼 글로우 비타민 하이드로겔 마스크;FARMSTAY REAL GLOW VITAMIN HYDROGEL MASK;34g*5EA;20; ₩25 000 ; ₩8 866 
357;;8800260032214 ;팜스테이 슈퍼글로우 라이스 앤 비피다 하이드로 겔 마스크 5매입;FARMSTAY SUPER GLOW RICE & BIFIDA HYDROGEL MASK;35g*5EA;20; ₩25 000 ; ₩8 866 
358;;8800260031651 ;팜스테이 플럼프 앤 글로우 피디알엔 앤 비타민 하이드로 겔 마스크 5매입;FARMSTAY PLUMP X GLOW PDRN & VITAMIN HYDROGEL MASK;35g*5EA;20; ₩25 000 ; ₩8 866 
359;;8800260032016 ;팜스테이 콜라겐 페이셜 투인원 버블워시 앤 마스크;FARMSTAY COLLAGEN FACIAL 2 IN 1 BUBBLE WASH & MASK;100ml;50; ₩27 000 ; ₩6 435 
360;;8800260031613 ;팜스테이 피디알엔 앤 비타민 어드밴스드 롤링 아이세럼;FARMSTAY PDRN & VITAMIN ADVANCED ROLLING EYE SERUM;25ml;100; ₩20 000 ; ₩3 432 
361;;8800260032221 ;팜스테이 피디알엔 앤 진생 레디언스 크림;FARMSTAY PDRN & GINSENG REDIANCE CREAM;50g;60; ₩35 000 ; ₩7 579 
362;;8800260032238 ;팜스테이 진생 앤 나이아신아마이드 프리미엄 페이셜 앤 넥 롤러 세럼;FARMSTAY GINSENG & NIACINAMIDE PREMIUM FACIAL & NECK ROLLER SRRUM;100ml;50; ₩25 000 ; ₩6 578 
363;;8800260032252 ;팜스테이 펩타이드 샷 리프팅 앰플;FARMSTAY PEPTIDE SHOT LIFTING AMPOULE;55ml;60; ₩32 000 ; ₩5 005 
364;;8800260031606 ;팜스테이 피디알엔 앤 비타민 어드밴스드 세럼;FARMSTAY PDRN & VITAMIN ADVANCED SERUM;30ml;60; ₩30 000 ; ₩5 720 
365;;8800260032276 ;팜스테이 피디알엔 앤 비타민 어드밴스드 토너;FARMSTAY PDRN & VITAMIN ADVANCED TONER;120ml;50; ₩25 000 ; ₩5 720 
366;;8800260032283 ;팜스테이 피디알엔 앤 비타민 어드밴스드 에멀전;FARMSTAY PDRN & VITAMIN ADVANCED EMULSION;100ml;50; ₩25 000 ; ₩5 720 
367;;8800260032306 ;팜스테이 피디알엔 앤 비타민 어드밴스드 크림;FARMSTAY PDRN & VITAMIN ADVANCED CREAM;50ml;40; ₩28 000 ; ₩5 720 
368;;8800260032290 ;팜스테이 피디알엔 앤 비타민 어드밴스드 에센스;FARMSTAY PDRN & VITAMIN ADVANCED ESSENCE;50ml;60; ₩28 000 ; ₩5 720 
369;;8800260032559 ;팜스테이 피디알엔 앤 비타민 어드밴스드 캡슐 크림;FARMSTAY PDRN & VITAMIN ADVANCED CAPSULE CREAM;55ml;40; ₩33 000 ; ₩8 294 
370;;8800260032542 ;팜스테이 피디알엔 앤 비타민 어드밴스드 캡슐 세럼;FARMSTAY PDRN & VITAMIN ADVANCED CAPSULE SERUM;55ml;60; ₩33 000 ; ₩8 294 
371;;8800260032726 ;팜스테이 앤 비타민 어드밴스드 선크림 ;FARMSTAY PDRN & VITAMIN ADVANCED SUN CREAM;50g;60; ₩22 000 ; ₩5 005 
372;;8800260032658 ;팜스테이 에이지 디파잉 앤 브라이트닝 진생 앤 나이아신아마이드 하이드로겔 마스크;FARMSTAY AGE DEFYING & BRIGHTENING GINSENG & NIACINAMIDE HYDROGEL MASK;35g*4매입;20; ₩20 000 ; ₩7 436 
373;;8800260032665 ;팜스테이 플럼핑 앤 레디언트 체리블라썸 앤 콜라겐 하이드로겔 마스크;FARMSTAY PLUMPING & RADIANT CHERRY BLOSSOM & COLLAGEN HYDROGEL MASK;35g*4매입;20; ₩20 000 ; ₩7 436 
374;;8800260031637 ;팜스테이 리쥬비네이팅 앤 브라이트닝 콜라겐 앤 레드빈 하이드로겔 마스크;;35g*4매입;20; ₩20 000 ; ₩7 436 
375;;8800260032269 ;팜스테이 브라이트닝 피디알엔 앤 라이스 하이드로겔 아이패치;FARMSTAY BRIGHTENING PDRN & RICE HYDROGEL EYE PATCH;90g(60매);100; ₩25 000 ; ₩6 435 
376;;8800260032245 ;팜스테이 피디알엔 앤 콜라겐 페이셜 앤 넥 롤러 세럼;FARMSTAY PDRN & COLLAGEN FACIAL & NECK ROLLER SERUM;100ml;50; ₩25 000 ; ₩6 578 
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
